"";"2021-01-22"
"1496";"A48170"
"1497";"D53506"
"1498";"D53612"
"1499";"D53733"
"1500";"B63027"
"1501";"B63043"
"1502";"B63083"
"1503";"B27063"
"1504";"B27068"
"1505";"B27084"
"1506";"B27085"
"1507";"B27110"
"1508";"C27010"
"1509";"C27059"
"1510";"C27069"
"1511";"C27123"
"1512";"D86040"
"1513";"D86072"
"1514";"D86075"
"1515";"D86126"
"1516";"D86183"
"1517";"D86406"
"1518";"D86411"
"1519";"D86775"
"1520";"B58042"
"1521";"B58111"
"1522";"B58124"
"1523";"B51626"
"1524";"C51555"
"1525";"B25548"
"1526";"B25573"
"1527";"A71536"
"1528";"A71551"
"1529";"A71555"
"1530";"A71628"
"1531";"D17016"
"1532";"D17182"
"1533";"D87208"
"1534";"D87755"
"1535";"D87874"
"1536";"B32573"
"1537";"B32681"
"1538";"B32823"
"1539";"C12024"
"1540";"D12111"
"1541";"C44531"
"1542";"A41004"
"1543";"A41053"
"1544";"A41072"
"1545";"A41083"
"1546";"A41132"
"1547";"A41324"
"1548";"A41370"
"1549";"C30074"
"1550";"C30293"
"1551";"C30303"
"1552";"C30341"
"1553";"C30362"
"1554";"C47488"
"1555";"C47554"
"1556";"C47644"
"1557";"C47855"
"1558";"C47981"
"1559";"D13212"
"1560";"D13364"
"1561";"D13366"
"1562";"B11703"
"1563";"B11706"
"1564";"B10038"
"1565";"B10136"
"1566";"B10524"
"1567";"B10559"
"1568";"A50165"
"1569";"C50028"
"1570";"A72074"
"1571";"A29046"
"1572";"A29055"
"1573";"B42650"
"1574";"C42528"
"1575";"C42554"
"1576";"A48032"
"1577";"A48035"
"1578";"A48045"
"1579";"A48068"
"1580";"A48081"
"1581";"D53710"
"1582";"D53751"
"1583";"A63534"
"1584";"B63010"
"1585";"B63048"
"1586";"B63075"
"1587";"B63094"
"1588";"B63107"
"1589";"B27006"
"1590";"B27044"
"1591";"B27062"
"1592";"B27075"
"1593";"B27077"
"1594";"B27111"
"1595";"B27180"
"1596";"C27022"
"1597";"C27106"
"1598";"D86732"
"1599";"D86734"
"1600";"D86773"
"1601";"B28533"
"1602";"B28548"
"1603";"B28552"
"1604";"B28557"
"1605";"B28582"
"1606";"B28625"
"1607";"B58001"
"1608";"B58078"
"1609";"B58128"
"1610";"B58135"
"1611";"B51614"
"1612";"B51629"
"1613";"C51608"
"1614";"B25510"
"1615";"A71538"
"1616";"A71557"
"1617";"A71580"
"1618";"A71592"
"1619";"A71610"
"1620";"D17125"
"1621";"D17137"
"1622";"D87766"
"1623";"B32626"
"1624";"B32712"
"1625";"B32721"
"1626";"B32737"
"1627";"B32745"
"1628";"B32822"
"1629";"B32826"
"1630";"C12020"
"1631";"B44658"
"1632";"B44690"
"1633";"C44564"
"1634";"C44680"
"1635";"C44683"
"1636";"C44686"
"1637";"B31089"
"1638";"B31092"
"1639";"A41055"
"1640";"A41097"
"1641";"A41129"
"1642";"A41179"
"1643";"A41219"
"1644";"A41226"
"1645";"A41261"
"1646";"A41298"
"1647";"A41358"
"1648";"C13041"
"1649";"C13079"
"1650";"C30017"
"1651";"C30032"
"1652";"C30177"
"1653";"C30253"
"1654";"C30361"
"1655";"C30364"
"1656";"C47516"
"1657";"C47580"
"1658";"C47678"
"1659";"C47680"
"1660";"C47694"
"1661";"C47707"
"1662";"C47756"
"1663";"C47801"
"1664";"C47836"
"1665";"C47838"
"1666";"C47884"
"1667";"D13133"
"1668";"D13175"
"1669";"D13290"
"1670";"D13294"
"1671";"D13299"
"1672";"D13505"
"1673";"A27528"
"1674";"A27625"
"1675";"A27645"
"1676";"B11513"
"1677";"B11525"
"1678";"B11532"
"1679";"B11554"
"1680";"B11578"
"1681";"B11638"
"1682";"B10030"
"1683";"B10045"
"1684";"B10107"
"1685";"B10150"
"1686";"B10538"
"1687";"B10550"
"1688";"A50018"
"1689";"A50093"
"1690";"A50097"
"1691";"A50098"
"1692";"A50217"
"1693";"C50029"
"1694";"A72040"
"1695";"A72148"
"1696";"A29005"
"1697";"A29012"
"1698";"A29024"
"1699";"A29092"
"1700";"A29152"
"1701";"A29184"
"1702";"B42540"
"1703";"B42560"
"1704";"B42579"
"1705";"B42580"
"1706";"B42647"
"1707";"D53569"
"1708";"B63017"
"1709";"B27043"
"1710";"B27088"
"1711";"B27092"
"1712";"B27144"
"1713";"C27028"
"1714";"D86063"
"1715";"D86099"
"1716";"D86133"
"1717";"D86141"
"1718";"D86187"
"1719";"D86189"
"1720";"D86327"
"1721";"D86735"
"1722";"D86749"
"1723";"B28589"
"1724";"B28630"
"1725";"B58010"
"1726";"B58092"
"1727";"B58122"
"1728";"B51527"
"1729";"B51549"
"1730";"B51644"
"1731";"B25602"
"1732";"A71523"
"1733";"A71553"
"1734";"A71564"
"1735";"A71599"
"1736";"A71629"
"1737";"D17164"
"1738";"D17189"
"1739";"D17190"
"1740";"D87859"
"1741";"B32648"
"1742";"B32700"
"1743";"B32738"
"1744";"C12043"
"1745";"D12155"
"1746";"B44516"
"1747";"B44605"
"1748";"B44675"
"1749";"B31071"
"1750";"A41030"
"1751";"A41060"
"1752";"A41068"
"1753";"A41085"
"1754";"A41137"
"1755";"A41175"
"1756";"A41255"
"1757";"C41045"
"1758";"C41116"
"1759";"C41244"
"1760";"C13081"
"1761";"C30107"
"1762";"C30254"
"1763";"C30264"
"1764";"C47490"
"1765";"C47574"
"1766";"C47604"
"1767";"C47618"
"1768";"C47641"
"1769";"C47661"
"1770";"C47670"
"1771";"C47718"
"1772";"C47827"
"1773";"C47892"
"1774";"C47973"
"1775";"D13166"
"1776";"D13206"
"1777";"D13221"
"1778";"D13242"
"1779";"D13248"
"1780";"D13266"
"1781";"D13285"
"1782";"D13325"
"1783";"D13343"
"1784";"A27589"
"1785";"B11503"
"1786";"B11504"
"1787";"B11518"
"1788";"B11562"
"1789";"B11599"
"1790";"B71034"
"1791";"B71117"
"1792";"B71144"
"1793";"B10506"
"1794";"A50031"
"1795";"A72060"
"1796";"A72092"
"1797";"A72093"
"1798";"A29076"
"1799";"A29123"
"1800";"A29163"
"1801";"B42655"
"1802";"C42596"
"1803";"A48010"
"1804";"A48130"
"1805";"A48152"
"1806";"A48180"
"1807";"D53570"
"1808";"B63006"
"1809";"B63066"
"1810";"B63081"
"1811";"B27024"
"1812";"B27045"
"1813";"B27070"
"1814";"B27150"
"1815";"B27189"
"1816";"C27196"
"1817";"D86100"
"1818";"D86194"
"1819";"D86362"
"1820";"D86363"
"1821";"B28528"
"1822";"B28543"
"1823";"B28549"
"1824";"B28587"
"1825";"B28726"
"1826";"B58011"
"1827";"B58013"
"1828";"B58034"
"1829";"B58100"
"1830";"B58174"
"1831";"B51508"
"1832";"B51528"
"1833";"B51551"
"1834";"B51601"
"1835";"C51623"
"1836";"C51636"
"1837";"B25549"
"1838";"B25580"
"1839";"A71567"
"1840";"A71570"
"1841";"A71575"
"1842";"A71581"
"1843";"D17053"
"1844";"D17061"
"1845";"D17161"
"1846";"D87828"
"1847";"B32645"
"1848";"B32658"
"1849";"B32735"
"1850";"B32781"
"1851";"B32828"
"1852";"B44575"
"1853";"B44689"
"1854";"C44510"
"1855";"B31052"
"1856";"B31110"
"1857";"B31153"
"1858";"A41057"
"1859";"A41088"
"1860";"A41157"
"1861";"A41198"
"1862";"C41021"
"1863";"C41265"
"1864";"C13049"
"1865";"C13063"
"1866";"C13082"
"1867";"C30193"
"1868";"C30216"
"1869";"C30242"
"1870";"C30244"
"1871";"C30276"
"1872";"C30339"
"1873";"C30367"
"1874";"C47552"
"1875";"C47561"
"1876";"C47617"
"1877";"C47628"
"1878";"C47659"
"1879";"C47757"
"1880";"C47899"
"1881";"D13024"
"1882";"D13056"
"1883";"D13132"
"1884";"D13217"
"1885";"D13255"
"1886";"B11594"
"1887";"B11615"
"1888";"B71048"
"1889";"B71056"
"1890";"B10528"
"1891";"C12522"
"1892";"A50051"
"1893";"A72084"
"1894";"A29013"
"1895";"A29106"
"1896";"A29110"
"1897";"A29116"
"1898";"A29124"
"1899";"A29132"
"1900";"A29166"
"1901";"B42521"
"1902";"B42619"
"1903";"B42657"
"1904";"B42674"
"1905";"A48043"
"1906";"A48050"
"1907";"A48051"
"1908";"A48139"
"1909";"D53704"
"1910";"D53912"
"1911";"D53925"
"1912";"B27074"
"1913";"B27134"
"1914";"D86785"
"1915";"B28515"
"1916";"B28527"
"1917";"B28540"
"1918";"B28546"
"1919";"B28586"
"1920";"B28597"
"1921";"B28605"
"1922";"B28618"
"1923";"B58003"
"1924";"C51552"
"1925";"C51556"
"1926";"C51610"
"1927";"B25512"
"1928";"B25579"
"1929";"A71503"
"1930";"A71543"
"1931";"D17154"
"1932";"B32741"
"1933";"B32756"
"1934";"B44567"
"1935";"B44646"
"1936";"A41071"
"1937";"A41220"
"1938";"A41292"
"1939";"A41365"
"1940";"C41366"
"1941";"C13066"
"1942";"C30026"
"1943";"C30147"
"1944";"C30157"
"1945";"C30159"
"1946";"C30182"
"1947";"C30184"
"1948";"C30209"
"1949";"C30232"
"1950";"C47486"
"1951";"C47543"
"1952";"C47559"
"1953";"C47587"
"1954";"C47728"
"1955";"C47777"
"1956";"C47806"
"1957";"C47821"
"1958";"C47853"
"1959";"D13234"
"1960";"D13268"
"1961";"D13279"
"1962";"D13351"
"1963";"D13354"
"1964";"A27670"
"1965";"B11543"
"1966";"B11583"
"1967";"B11603"
"1968";"B11635"
"1969";"B11641"
"1970";"B11663"
"1971";"B71060"
"1972";"B71112"
"1973";"B10099"
"1974";"B10188"
"1975";"A50075"
"1976";"A50220"
"1977";"A72049"
"1978";"A72099"
"1979";"A72126"
"1980";"A72127"
"1981";"A72170"
"1982";"A29083"
"1983";"A29170"
"1984";"A29179"
"1985";"B42516"
"1986";"B42574"
"1987";"B42588"
"1988";"C42509"
"1989";"A48016"
"1990";"A48069"
"1991";"A48083"
"1992";"A48118"
"1993";"D53699"
"1994";"B63092"
"1995";"B27108"
"1996";"B27154"
"1997";"C27018"
"1998";"D86728"
"1999";"D86787"
"2000";"D86789"
"2001";"B28520"
"2002";"B28522"
"2003";"B28612"
"2004";"B58025"
"2005";"B58032"
"2006";"B58108"
"2007";"B25513"
"2008";"B25514"
"2009";"A71510"
"2010";"A71560"
"2011";"A71582"
"2012";"A71626"
"2013";"A71627"
"2014";"D17077"
"2015";"D17168"
"2016";"D87761"
"2017";"B32526"
"2018";"B32623"
"2019";"B32665"
"2020";"B32694"
"2021";"B32713"
"2022";"B32725"
"2023";"B44648"
"2024";"B44671"
"2025";"B44694"
"2026";"C44543"
"2027";"C44591"
"2028";"B31127"
"2029";"A41105"
"2030";"A41120"
"2031";"A41194"
"2032";"A41210"
"2033";"A41229"
"2034";"A41266"
"2035";"A41303"
"2036";"C41092"
"2037";"C41343"
"2038";"C41344"
"2039";"C41371"
"2040";"C41384"
"2041";"C13008"
"2042";"C13074"
"2043";"C30008"
"2044";"C30019"
"2045";"C30029"
"2046";"C30096"
"2047";"C30105"
"2048";"C30158"
"2049";"C30197"
"2050";"C30294"
"2051";"C47521"
"2052";"C47548"
"2053";"C47626"
"2054";"C47630"
"2055";"C47649"
"2056";"C47668"
"2057";"C47675"
"2058";"C47711"
"2059";"C47742"
"2060";"C47789"
"2061";"C47824"
"2062";"C47847"
"2063";"C47849"
"2064";"C47882"
"2065";"C47895"
"2066";"D13173"
"2067";"D13226"
"2068";"D13316"
"2069";"A27606"
"2070";"B11557"
"2071";"B11614"
"2072";"B71016"
"2073";"B71076"
"2074";"B10042"
"2075";"B10149"
"2076";"B10522"
"2077";"B10547"
"2078";"A50070"
"2079";"A50096"
"2080";"A72028"
"2081";"A72032"
"2082";"A72072"
"2083";"A72146"
"2084";"A72163"
"2085";"A29029"
"2086";"A29069"
"2087";"A29078"
"2088";"A29128"
"2089";"B42543"
"2090";"B42629"
"2091";"B42656"
"2092";"B42660"
"2093";"C42549"
"2094";"C42624"
"2095";"C42670"
"2096";"C42671"
"2097";"A48053"
"2098";"A48087"
"2099";"D53675"
"2100";"D53909"
"2101";"D53918"
"2102";"A63543"
"2103";"B63025"
"2104";"B63059"
"2105";"B27056"
"2106";"C27030"
"2107";"C27109"
"2108";"C27120"
"2109";"C27199"
"2110";"D86006"
"2111";"D86098"
"2112";"D86149"
"2113";"D86324"
"2114";"D86329"
"2115";"D86715"
"2116";"D86769"
"2117";"D86776"
"2118";"B28598"
"2119";"B58131"
"2120";"B58197"
"2121";"B51577"
"2122";"B51585"
"2123";"B51645"
"2124";"B51647"
"2125";"C51582"
"2126";"C51622"
"2127";"B25563"
"2128";"A71531"
"2129";"A71617"
"2130";"D17124"
"2131";"D17167"
"2132";"D17183"
"2133";"B32649"
"2134";"B32660"
"2135";"B32663"
"2136";"B32759"
"2137";"B32762"
"2138";"D12104"
"2139";"B44552"
"2140";"C44593"
"2141";"C44685"
"2142";"B31002"
"2143";"B31032"
"2144";"B31158"
"2145";"A41023"
"2146";"A41111"
"2147";"A41205"
"2148";"A41257"
"2149";"A41293"
"2150";"A41306"
"2151";"A41310"
"2152";"A41317"
"2153";"C13044"
"2154";"C30097"
"2155";"C30180"
"2156";"C30228"
"2157";"C30263"
"2158";"C30274"
"2159";"C30337"
"2160";"C30349"
"2161";"C47480"
"2162";"C47492"
"2163";"C47535"
"2164";"C47640"
"2165";"C47766"
"2166";"C47793"
"2167";"C47794"
"2168";"C47817"
"2169";"D13138"
"2170";"D13207"
"2171";"D13210"
"2172";"D13247"
"2173";"D13283"
"2174";"D13310"
"2175";"D13399"
"2176";"A27632"
"2177";"A27652"
"2178";"B11580"
"2179";"B11582"
"2180";"B11607"
"2181";"B11624"
"2182";"B71136"
"2183";"B71155"
"2184";"B10193"
"2185";"B10535"
"2186";"A50125"
"2187";"C50227"
"2188";"A72016"
"2189";"A72109"
"2190";"A29026"
"2191";"A29096"
"2192";"A29135"
"2193";"B42525"
"2194";"B42583"
"2195";"B42594"
"2196";"B42605"
"2197";"B42663"
"2198";"C42513"
"2199";"C42586"
"2200";"A48024"
"2201";"A48041"
"2202";"A48076"
"2203";"A48077"
"2204";"D53930"
"2205";"B63029"
"2206";"B27009"
"2207";"B27087"
"2208";"B27157"
"2209";"C27054"
"2210";"D86004"
"2211";"D86074"
"2212";"D86196"
"2213";"D86254"
"2214";"D86334"
"2215";"D86760"
"2216";"D86774"
"2217";"D86784"
"2218";"B28547"
"2219";"B28561"
"2220";"B58029"
"2221";"B58046"
"2222";"B58088"
"2223";"B58216"
"2224";"C51534"
"2225";"A71527"
"2226";"A71603"
"2227";"D87781"
"2228";"D87880"
"2229";"B32558"
"2230";"B32650"
"2231";"B32728"
"2232";"B32832"
"2233";"B44509"
"2234";"B44594"
"2235";"B44654"
"2236";"B44661"
"2237";"C44559"
"2238";"B31035"
"2239";"B31084"
"2240";"A41031"
"2241";"A41227"
"2242";"A41319"
"2243";"A41448"
"2244";"A41460"
"2245";"C13111"
"2246";"C13112"
"2247";"C30284"
"2248";"C30292"
"2249";"C30371"
"2250";"C30373"
"2251";"C47472"
"2252";"C47499"
"2253";"C47525"
"2254";"C47530"
"2255";"C47539"
"2256";"C47541"
"2257";"C47627"
"2258";"C47721"
"2259";"C47753"
"2260";"C47759"
"2261";"C47816"
"2262";"C47837"
"2263";"C47856"
"2264";"C47860"
"2265";"C47888"
"2266";"D13027"
"2267";"D13134"
"2268";"D13164"
"2269";"D13180"
"2270";"D13184"
"2271";"D13238"
"2272";"D13246"
"2273";"D13253"
"2274";"B11506"
"2275";"B11538"
"2276";"B11558"
"2277";"B11568"
"2278";"B11673"
"2279";"B71013"
"2280";"B10012"
"2281";"B10024"
"2282";"C12519"
"2283";"A50008"
"2284";"A50041"
"2285";"A50084"
"2286";"A50157"
"2287";"A72117"
"2288";"A29033"
"2289";"A29077"
"2290";"B42544"
"2291";"B42662"
"2292";"C42610"
"2293";"C42654"
"2294";"A48015"
"2295";"A48036"
"2296";"A48079"
"2297";"A48100"
"2298";"D53610"
"2299";"A63538"
"2300";"B63024"
"2301";"B63030"
"2302";"B63038"
"2303";"B63084"
"2304";"D86712"
"2305";"B28578"
"2306";"B28732"
"2307";"B58058"
"2308";"B58073"
"2309";"B58076"
"2310";"B58145"
"2311";"B51524"
"2312";"B51531"
"2313";"B51638"
"2314";"C51502"
"2315";"C51506"
"2316";"C51512"
"2317";"C51592"
"2318";"B25515"
"2319";"B25516"
"2320";"B25575"
"2321";"A71604"
"2322";"A71622"
"2323";"D17054"
"2324";"B32800"
"2325";"D12115"
"2326";"B44585"
"2327";"C44682"
"2328";"B31079"
"2329";"A41032"
"2330";"A41069"
"2331";"A41188"
"2332";"A41203"
"2333";"C13106"
"2334";"C30036"
"2335";"C30165"
"2336";"C30236"
"2337";"C30321"
"2338";"C30353"
"2339";"C47513"
"2340";"C47571"
"2341";"C47798"
"2342";"C47811"
"2343";"C47865"
"2344";"C47867"
"2345";"C47875"
"2346";"D13123"
"2347";"D13225"
"2348";"D13301"
"2349";"A27509"
"2350";"A27537"
"2351";"B11541"
"2352";"B11545"
"2353";"B11563"
"2354";"B11588"
"2355";"B11625"
"2356";"B71077"
"2357";"B10009"
"2358";"C12523"
"2359";"A72004"
"2360";"A72068"
"2361";"A72078"
"2362";"A72110"
"2363";"A72141"
"2364";"A72156"
"2365";"A29032"
"2366";"A29084"
"2367";"A29185"
"2368";"A48003"
"2369";"A48008"
"2370";"A48134"
"2371";"D53722"
"2372";"D53921"
"2373";"B27037"
"2374";"B27135"
"2375";"B27143"
"2376";"B27160"
"2377";"C27034"
"2378";"C27167"
"2379";"C27194"
"2380";"D86703"
"2381";"B58044"
"2382";"B58059"
"2383";"B58079"
"2384";"B58119"
"2385";"B58161"
"2386";"C51536"
"2387";"C51564"
"2388";"C51606"
"2389";"B25559"
"2390";"A71584"
"2391";"D17175"
"2392";"D17184"
"2393";"D17194"
"2394";"D87750"
"2395";"D87785"
"2396";"B32757"
"2397";"B32835"
"2398";"C44571"
"2399";"C44586"
"2400";"B31113"
"2401";"B31167"
"2402";"A41027"
"2403";"A41121"
"2404";"A41282"
"2405";"A41320"
"2406";"C41093"
"2407";"C41209"
"2408";"C41325"
"2409";"C41356"
"2410";"C13143"
"2411";"C30085"
"2412";"C30140"
"2413";"C30143"
"2414";"C30187"
"2415";"C30273"
"2416";"C30314"
"2417";"C30333"
"2418";"C30358"
"2419";"C47493"
"2420";"C47534"
"2421";"C47620"
"2422";"C47669"
"2423";"C47719"
"2424";"C47760"
"2425";"C47776"
"2426";"C47828"
"2427";"C47857"
"2428";"C47996"
"2429";"D13185"
"2430";"D13189"
"2431";"D13374"
"2432";"A27669"
"2433";"B11529"
"2434";"B11555"
"2435";"B11570"
"2436";"B11586"
"2437";"B11637"
"2438";"B11643"
"2439";"B11700"
"2440";"B71107"
"2441";"B10063"
"2442";"A50212"
"2443";"A72038"
"2444";"A29009"
"2445";"A29039"
"2446";"A29070"
"2447";"A29134"
"2448";"A29182"
"2449";"B42527"
"2450";"B42665"
"2451";"C42546"
"2452";"C42571"
"2453";"A48125"
"2454";"A48171"
"2455";"A63530"
"2456";"B63032"
"2457";"B63097"
"2458";"B27005"
"2459";"B27080"
"2460";"B27179"
"2461";"B27185"
"2462";"D86020"
"2463";"D86106"
"2464";"D86109"
"2465";"D86222"
"2466";"D86321"
"2467";"D86407"
"2468";"D86730"
"2469";"D86736"
"2470";"D86739"
"2471";"D86782"
"2472";"B28535"
"2473";"B28537"
"2474";"B28545"
"2475";"B28569"
"2476";"B28606"
"2477";"B28727"
"2478";"B58020"
"2479";"B58047"
"2480";"B58053"
"2481";"B58105"
"2482";"B58106"
"2483";"B58123"
"2484";"B58129"
"2485";"B51501"
"2486";"B51503"
"2487";"B51517"
"2488";"B51544"
"2489";"B51550"
"2490";"B25517"
"2491";"B25597"
"2492";"A71621"
"2493";"A71624"
"2494";"D17056"
"2495";"D17059"
"2496";"D17150"
"2497";"D17185"
"2498";"D87759"
"2499";"B32834"
"2500";"B32837"
"2501";"D12112"
"2502";"D12166"
"2503";"B44643"
"2504";"C44629"
"2505";"B31090"
"2506";"B31152"
"2507";"A41299"
"2508";"C30148"
"2509";"C30309"
"2510";"C30328"
"2511";"C30344"
"2512";"C47495"
"2513";"C47565"
"2514";"C47672"
"2515";"C47780"
"2516";"C47782"
"2517";"C47891"
"2518";"D13195"
"2519";"D13309"
"2520";"D13322"
"2521";"B11515"
"2522";"B11546"
"2523";"B11589"
"2524";"B11651"
"2525";"B11652"
"2526";"B11682"
"2527";"B71078"
"2528";"B10051"
"2529";"A50030"
"2530";"A50159"
"2531";"A50183"
"2532";"C50053"
"2533";"A29085"
"2534";"B42587"
"2535";"B42604"
"2536";"B42612"
"2537";"B42664"
"2538";"C42672"
"2539";"A48009"
"2540";"A48011"
"2541";"A48021"
"2542";"A48048"
"2543";"B63021"
"2544";"B27007"
"2545";"C27004"
"2546";"C27052"
"2547";"C27053"
"2548";"C27200"
"2549";"D86148"
"2550";"D86215"
"2551";"D86706"
"2552";"B28536"
"2553";"B28554"
"2554";"B28600"
"2555";"B28627"
"2556";"B28724"
"2557";"B58006"
"2558";"B58019"
"2559";"B58095"
"2560";"B58120"
"2561";"B51514"
"2562";"B51625"
"2563";"C51599"
"2564";"B25560"
"2565";"D17023"
"2566";"D17188"
"2567";"D87321"
"2568";"D87715"
"2569";"B32535"
"2570";"B32703"
"2571";"B32734"
"2572";"B32796"
"2573";"C12049"
"2574";"B44606"
"2575";"B44640"
"2576";"B44666"
"2577";"B31017"
"2578";"B31096"
"2579";"A41037"
"2580";"A41070"
"2581";"A41110"
"2582";"A41300"
"2583";"C30033"
"2584";"C30080"
"2585";"C30195"
"2586";"C30326"
"2587";"C47475"
"2588";"C47491"
"2589";"C47504"
"2590";"C47622"
"2591";"C47625"
"2592";"C47727"
"2593";"C47820"
"2594";"C47894"
"2595";"D13192"
"2596";"B11507"
"2597";"B11547"
"2598";"B71006"
"2599";"B10026"
"2600";"B10037"
"2601";"B10138"
"2602";"B10194"
"2603";"B10420"
"2604";"A50142"
"2605";"A50158"
"2606";"A72003"
"2607";"A72029"
"2608";"A29139"
"2609";"A29158"
"2610";"A29176"
"2611";"A29191"
"2612";"B42511"
"2613";"B42556"
"2614";"B42563"
"2615";"B42626"
"2616";"B42667"
"2617";"C42514"
"2618";"C42566"
"2619";"A48013"
"2620";"A48073"
"2621";"B27103"
"2622";"B27145"
"2623";"B27188"
"2624";"C27015"
"2625";"C27067"
"2626";"C27083"
"2627";"C27089"
"2628";"D86402"
"2629";"D86717"
"2630";"D86727"
"2631";"D86764"
"2632";"B28574"
"2633";"B58017"
"2634";"B58043"
"2635";"B58081"
"2636";"B58217"
"2637";"C51542"
"2638";"C51579"
"2639";"B25518"
"2640";"A71556"
"2641";"A71577"
"2642";"A71585"
"2643";"D17159"
"2644";"D17163"
"2645";"D17179"
"2646";"D87319"
"2647";"B32528"
"2648";"B32842"
"2649";"B44525"
"2650";"B44558"
"2651";"B44578"
"2652";"C44637"
"2653";"C44662"
"2654";"C44664"
"2655";"B31045"
"2656";"A41051"
"2657";"A41101"
"2658";"A41199"
"2659";"A41296"
"2660";"C30013"
"2661";"C30078"
"2662";"C30279"
"2663";"C30296"
"2664";"C30357"
"2665";"C47642"
"2666";"C47717"
"2667";"C47781"
"2668";"C47787"
"2669";"D13176"
"2670";"D13345"
"2671";"A27610"
"2672";"A27680"
"2673";"B11534"
"2674";"B11574"
"2675";"B11613"
"2676";"B71047"
"2677";"B10092"
"2678";"C12518"
"2679";"A50213"
"2680";"C50196"
"2681";"A29021"
"2682";"A29122"
"2683";"B42625"
"2684";"B42666"
"2685";"C42614"
"2686";"C42673"
"2687";"A48018"
"2688";"A48078"
"2689";"A48114"
"2690";"A48144"
"2691";"A48177"
"2692";"B63044"
"2693";"B63055"
"2694";"B63065"
"2695";"B27031"
"2696";"B27101"
"2697";"B27125"
"2698";"D86255"
"2699";"D86322"
"2700";"D86781"
"2701";"B28510"
"2702";"B28617"
"2703";"B28728"
"2704";"B58091"
"2705";"B51530"
"2706";"C51538"
"2707";"C51567"
"2708";"B25529"
"2709";"B25598"
"2710";"A71507"
"2711";"D17127"
"2712";"D17187"
"2713";"D17193"
"2714";"B32815"
"2715";"B32831"
"2716";"B44577"
"2717";"B44630"
"2718";"C44583"
"2719";"B31128"
"2720";"A41208"
"2721";"C41383"
"2722";"C30003"
"2723";"C30041"
"2724";"C30051"
"2725";"C30079"
"2726";"C30090"
"2727";"C30185"
"2728";"C30318"
"2729";"C30335"
"2730";"C30370"
"2731";"C30376"
"2732";"C47518"
"2733";"C47529"
"2734";"C47639"
"2735";"C47643"
"2736";"C47681"
"2737";"C47724"
"2738";"C47734"
"2739";"C47768"
"2740";"C47785"
"2741";"C47808"
"2742";"C47858"
"2743";"C47870"
"2744";"D13080"
"2745";"D13105"
"2746";"D13370"
"2747";"B11702"
"2748";"B71146"
"2749";"B10014"
"2750";"A50181"
"2751";"A29066"
"2752";"A29089"
"2753";"A29146"
"2754";"C42552"
"2755";"C42570"
"2756";"C42618"
"2757";"A48061"
"2758";"D53515"
"2759";"B27136"
"2760";"B27138"
"2761";"B27146"
"2762";"B27151"
"2763";"B27178"
"2764";"C27038"
"2765";"D86765"
"2766";"B28519"
"2767";"B28614"
"2768";"B58023"
"2769";"B58031"
"2770";"B58039"
"2771";"B58064"
"2772";"B58077"
"2773";"B58084"
"2774";"B58094"
"2775";"B58150"
"2776";"B58152"
"2777";"B58162"
"2778";"B51518"
"2779";"B51539"
"2780";"B51562"
"2781";"B25551"
"2782";"B25614"
"2783";"A71601"
"2784";"D17068"
"2785";"D17181"
"2786";"B32615"
"2787";"B32709"
"2788";"B32710"
"2789";"B44540"
"2790";"B44650"
"2791";"C44554"
"2792";"C44556"
"2793";"B31030"
"2794";"B31098"
"2795";"A41026"
"2796";"A41115"
"2797";"A41127"
"2798";"A41334"
"2799";"A41445"
"2800";"A41449"
"2801";"C13124"
"2802";"C30194"
"2803";"C30330"
"2804";"C30348"
"2805";"C30363"
"2806";"C30375"
"2807";"C47477"
"2808";"C47578"
"2809";"C47586"
"2810";"C47692"
"2811";"C47812"
"2812";"C47968"
"2813";"B11542"
"2814";"B11596"
"2815";"B11687"
"2816";"B71095"
"2817";"B71122"
"2818";"B71158"
"2819";"B10411"
"2820";"C12510"
"2821";"A50023"
"2822";"A50166"
"2823";"A72002"
"2824";"A72118"
"2825";"A29004"
"2826";"A29057"
"2827";"A29125"
"2828";"A29140"
"2829";"B42532"
"2830";"B42575"
"2831";"C42535"
"2832";"C42603"
"2833";"C42630"
"2834";"A48062"
"2835";"D53609"
"2836";"A63542"
"2837";"B27163"
"2838";"C27058"
"2839";"C27116"
"2840";"B28572"
"2841";"B28593"
"2842";"B28626"
"2843";"B28628"
"2844";"B28631"
"2845";"B28722"
"2846";"B58024"
"2847";"B58060"
"2848";"B58215"
"2849";"B51570"
"2850";"C51560"
"2851";"C51568"
"2852";"C51591"
"2853";"C51596"
"2854";"B25578"
"2855";"B32642"
"2856";"B32715"
"2857";"C12013"
"2858";"B44696"
"2859";"C44644"
"2860";"A41016"
"2861";"A41061"
"2862";"A41312"
"2863";"A41326"
"2864";"C30135"
"2865";"C30345"
"2866";"C30372"
"2867";"C47635"
"2868";"C47655"
"2869";"C47762"
"2870";"C47880"
"2871";"C47910"
"2872";"D13254"
"2873";"D13396"
"2874";"A27550"
"2875";"A27560"
"2876";"B11556"
"2877";"B71067"
"2878";"B71132"
"2879";"A50167"
"2880";"A72014"
"2881";"A72132"
"2882";"A29003"
"2883";"A29027"
"2884";"A29036"
"2885";"A29048"
"2886";"A29052"
"2887";"B42640"
"2888";"C42641"
"2889";"C27017"
"2890";"C27079"
"2891";"B28502"
"2892";"B58033"
"2893";"B58102"
