"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2020-12-01 00:00:00";"2020-12-01";"00:00";105;13;2;2;0;89
"2020-12-01 00:05:00";"2020-12-01";"00:05";167;14;9;10;46;89
"2020-12-01 00:10:00";"2020-12-01";"00:10";176;16;12;14;49;86
"2020-12-01 00:15:00";"2020-12-01";"00:15";184;16;13;24;45;87
"2020-12-01 00:20:00";"2020-12-01";"00:20";188;16;12;29;45;87
"2020-12-01 00:25:00";"2020-12-01";"00:25";190;15;12;31;38;95
"2020-12-01 00:30:00";"2020-12-01";"00:30";185;15;12;30;35;94
"2020-12-01 00:35:00";"2020-12-01";"00:35";190;16;14;33;34;94
"2020-12-01 00:40:00";"2020-12-01";"00:40";182;16;15;28;31;93
"2020-12-01 00:45:00";"2020-12-01";"00:45";169;15;13;25;26;91
"2020-12-01 00:50:00";"2020-12-01";"00:50";171;15;13;31;23;90
"2020-12-01 00:55:00";"2020-12-01";"00:55";167;15;13;31;20;89
"2020-12-01 01:00:00";"2020-12-01";"01:00";162;15;12;31;17;88
"2020-12-01 01:05:00";"2020-12-01";"01:05";162;15;14;28;18;88
"2020-12-01 01:10:00";"2020-12-01";"01:10";155;16;9;26;17;88
"2020-12-01 01:15:00";"2020-12-01";"01:15";157;15;9;26;17;91
"2020-12-01 01:20:00";"2020-12-01";"01:20";151;15;10;24;15;88
"2020-12-01 01:25:00";"2020-12-01";"01:25";146;15;8;21;14;89
"2020-12-01 01:30:00";"2020-12-01";"01:30";143;15;9;19;14;87
"2020-12-01 01:35:00";"2020-12-01";"01:35";148;17;11;22;14;85
"2020-12-01 01:40:00";"2020-12-01";"01:40";145;17;9;21;14;85
"2020-12-01 01:45:00";"2020-12-01";"01:45";146;16;9;20;14;88
"2020-12-01 01:50:00";"2020-12-01";"01:50";147;16;10;20;10;92
"2020-12-01 01:55:00";"2020-12-01";"01:55";140;16;8;16;9;92
"2020-12-01 02:00:00";"2020-12-01";"02:00";137;16;8;15;7;92
"2020-12-01 02:05:00";"2020-12-01";"02:05";134;16;6;15;6;92
"2020-12-01 02:10:00";"2020-12-01";"02:10";134;16;7;15;6;91
"2020-12-01 02:15:00";"2020-12-01";"02:15";135;16;8;15;5;92
"2020-12-01 02:20:00";"2020-12-01";"02:20";128;15;7;13;3;91
"2020-12-01 02:25:00";"2020-12-01";"02:25";133;17;8;13;4;92
"2020-12-01 02:30:00";"2020-12-01";"02:30";132;18;7;12;4;92
