"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2016-03-01 00:00:00";"01/03/2016";"00:00";"";"";"";"";"";""
"2016-03-01 00:05:00";"01/03/2016";"00:05";"259";"44";"51";"32";"132";"0"
"2016-03-01 00:10:00";"01/03/2016";"00:10";"4";"0";"1";"0";"3";"0"
"2016-03-01 00:15:00";"01/03/2016";"00:15";"37";"0";"0";"0";"37";"0"
"2016-03-01 00:20:00";"01/03/2016";"00:20";"4";"0";"0";"0";"4";"0"
"2016-03-01 00:25:00";"01/03/2016";"00:25";"7";"0";"0";"0";"7";"0"
"2016-03-01 00:30:00";"01/03/2016";"00:30";"30";"0";"0";"0";"30";"0"
"2016-03-01 00:35:00";"01/03/2016";"00:35";"1";"0";"1";"0";"0";"0"
"2016-03-01 00:40:00";"01/03/2016";"00:40";"";"";"";"";"";""
"2016-03-01 00:45:00";"01/03/2016";"00:45";"2";"0";"1";"0";"1";"0"
"2016-03-01 00:50:00";"01/03/2016";"00:50";"2";"0";"0";"0";"2";"0"
"2016-03-01 00:55:00";"01/03/2016";"00:55";"";"";"";"";"";""
"2016-03-01 01:00:00";"01/03/2016";"01:00";"25";"0";"0";"1";"24";"0"
"2016-03-01 01:05:00";"01/03/2016";"01:05";"25";"0";"1";"0";"24";"0"
"2016-03-01 01:10:00";"01/03/2016";"01:10";"16";"0";"0";"0";"16";"0"
"2016-03-01 01:15:00";"01/03/2016";"01:15";"2";"0";"1";"0";"1";"0"
"2016-03-01 01:20:00";"01/03/2016";"01:20";"";"";"";"";"";""
"2016-03-01 01:25:00";"01/03/2016";"01:25";"";"";"";"";"";""
"2016-03-01 01:30:00";"01/03/2016";"01:30";"10";"0";"1";"1";"8";"0"
"2016-03-01 01:35:00";"01/03/2016";"01:35";"5";"0";"0";"1";"4";"0"
"2016-03-01 01:40:00";"01/03/2016";"01:40";"";"";"";"";"";""
"2016-03-01 01:45:00";"01/03/2016";"01:45";"";"";"";"";"";""
"2016-03-01 01:50:00";"01/03/2016";"01:50";"";"";"";"";"";""
"2016-03-01 01:55:00";"01/03/2016";"01:55";"";"";"";"";"";""
"2016-03-01 02:00:00";"01/03/2016";"02:00";"1";"0";"0";"0";"1";"0"
"2016-03-01 02:05:00";"01/03/2016";"02:05";"7";"0";"0";"1";"6";"0"
"2016-03-01 02:10:00";"01/03/2016";"02:10";"";"";"";"";"";""
"2016-03-01 02:15:00";"01/03/2016";"02:15";"";"";"";"";"";""
"2016-03-01 02:20:00";"01/03/2016";"02:20";"1";"0";"0";"0";"1";"0"
"2016-03-01 02:25:00";"01/03/2016";"02:25";"";"";"";"";"";""
"2016-03-01 02:30:00";"01/03/2016";"02:30";"3";"0";"0";"0";"3";"0"
"2016-03-01 02:35:00";"01/03/2016";"02:35";"4";"0";"0";"1";"3";"0"
"2016-03-01 02:40:00";"01/03/2016";"02:40";"1";"0";"0";"0";"1";"0"
"2016-03-01 02:45:00";"01/03/2016";"02:45";"";"";"";"";"";""
"2016-03-01 02:50:00";"01/03/2016";"02:50";"1";"0";"0";"0";"1";"0"
"2016-03-01 02:55:00";"01/03/2016";"02:55";"";"";"";"";"";""
"2016-03-01 03:00:00";"01/03/2016";"03:00";"6";"0";"0";"0";"6";"0"
"2016-03-01 03:05:00";"01/03/2016";"03:05";"6";"0";"1";"0";"5";"0"
"2016-03-01 03:10:00";"01/03/2016";"03:10";"";"";"";"";"";""
"2016-03-01 03:15:00";"01/03/2016";"03:15";"";"";"";"";"";""
"2016-03-01 03:20:00";"01/03/2016";"03:20";"";"";"";"";"";""
"2016-03-01 03:25:00";"01/03/2016";"03:25";"";"";"";"";"";""
"2016-03-01 03:30:00";"01/03/2016";"03:30";"";"";"";"";"";""
"2016-03-01 03:35:00";"01/03/2016";"03:35";"";"";"";"";"";""
"2016-03-01 03:40:00";"01/03/2016";"03:40";"";"";"";"";"";""
"2016-03-01 03:45:00";"01/03/2016";"03:45";"1";"0";"0";"0";"1";"0"
"2016-03-01 03:50:00";"01/03/2016";"03:50";"";"";"";"";"";""
"2016-03-01 03:55:00";"01/03/2016";"03:55";"";"";"";"";"";""
"2016-03-01 04:00:00";"01/03/2016";"04:00";"1";"0";"1";"0";"0";"0"
"2016-03-01 04:05:00";"01/03/2016";"04:05";"7";"0";"4";"1";"2";"0"
"2016-03-01 04:10:00";"01/03/2016";"04:10";"3";"0";"3";"0";"0";"0"
"2016-03-01 04:15:00";"01/03/2016";"04:15";"5";"0";"4";"0";"1";"0"
"2016-03-01 04:20:00";"01/03/2016";"04:20";"3";"0";"2";"0";"1";"0"
"2016-03-01 04:25:00";"01/03/2016";"04:25";"2";"0";"2";"0";"0";"0"
"2016-03-01 04:30:00";"01/03/2016";"04:30";"4";"0";"4";"0";"0";"0"
"2016-03-01 04:35:00";"01/03/2016";"04:35";"23";"0";"1";"0";"22";"0"
"2016-03-01 04:40:00";"01/03/2016";"04:40";"18";"0";"2";"0";"16";"0"
"2016-03-01 04:45:00";"01/03/2016";"04:45";"6";"0";"5";"1";"0";"0"
"2016-03-01 04:50:00";"01/03/2016";"04:50";"6";"0";"5";"0";"1";"0"
"2016-03-01 04:55:00";"01/03/2016";"04:55";"4";"0";"3";"1";"0";"0"
"2016-03-01 05:00:00";"01/03/2016";"05:00";"3";"0";"3";"0";"0";"0"
"2016-03-01 05:05:00";"01/03/2016";"05:05";"3";"0";"3";"0";"0";"0"
"2016-03-01 05:10:00";"01/03/2016";"05:10";"24";"0";"5";"1";"18";"0"
"2016-03-01 05:15:00";"01/03/2016";"05:15";"8";"0";"7";"0";"1";"0"
"2016-03-01 05:20:00";"01/03/2016";"05:20";"12";"0";"7";"0";"5";"0"
"2016-03-01 05:25:00";"01/03/2016";"05:25";"7";"0";"7";"0";"0";"0"
"2016-03-01 05:30:00";"01/03/2016";"05:30";"4";"0";"4";"0";"0";"0"
"2016-03-01 05:35:00";"01/03/2016";"05:35";"11";"0";"8";"1";"2";"0"
"2016-03-01 05:40:00";"01/03/2016";"05:40";"4";"0";"4";"0";"0";"0"
"2016-03-01 05:45:00";"01/03/2016";"05:45";"4";"0";"4";"0";"0";"0"
"2016-03-01 05:50:00";"01/03/2016";"05:50";"13";"0";"9";"1";"3";"0"
"2016-03-01 05:55:00";"01/03/2016";"05:55";"9";"0";"6";"0";"3";"0"
"2016-03-01 06:00:00";"01/03/2016";"06:00";"120";"0";"11";"1";"108";"0"
"2016-03-01 06:05:00";"01/03/2016";"06:05";"39";"0";"10";"1";"28";"0"
"2016-03-01 06:10:00";"01/03/2016";"06:10";"5";"0";"5";"0";"0";"0"
"2016-03-01 06:15:00";"01/03/2016";"06:15";"7";"0";"5";"0";"2";"0"
"2016-03-01 06:20:00";"01/03/2016";"06:20";"13";"0";"10";"1";"2";"0"
"2016-03-01 06:25:00";"01/03/2016";"06:25";"10";"0";"4";"0";"6";"0"
"2016-03-01 06:30:00";"01/03/2016";"06:30";"21";"0";"4";"4";"13";"0"
"2016-03-01 06:35:00";"01/03/2016";"06:35";"117";"0";"9";"3";"105";"0"
"2016-03-01 06:40:00";"01/03/2016";"06:40";"13";"0";"10";"2";"1";"0"
"2016-03-01 06:45:00";"01/03/2016";"06:45";"18";"0";"11";"5";"2";"0"
"2016-03-01 06:50:00";"01/03/2016";"06:50";"30";"2";"18";"3";"7";"0"
"2016-03-01 06:55:00";"01/03/2016";"06:55";"46";"2";"23";"10";"11";"0"
"2016-03-01 07:00:00";"01/03/2016";"07:00";"60";"3";"22";"17";"18";"0"
"2016-03-01 07:05:00";"01/03/2016";"07:05";"163";"4";"54";"52";"53";"0"
"2016-03-01 07:10:00";"01/03/2016";"07:10";"4065";"144";"1530";"1297";"1094";"0"
"2016-03-01 07:15:00";"01/03/2016";"07:15";"8";"0";"8";"0";"0";"0"
"2016-03-01 07:20:00";"01/03/2016";"07:20";"2";"0";"2";"0";"0";"0"
"2016-03-01 07:25:00";"01/03/2016";"07:25";"2";"0";"2";"0";"0";"0"
"2016-03-01 07:30:00";"01/03/2016";"07:30";"3";"0";"2";"0";"1";"0"
"2016-03-01 07:35:00";"01/03/2016";"07:35";"8";"0";"2";"0";"6";"0"
"2016-03-01 07:40:00";"01/03/2016";"07:40";"14";"0";"2";"0";"12";"0"
"2016-03-01 07:45:00";"01/03/2016";"07:45";"136";"0";"8";"1";"127";"0"
"2016-03-01 07:50:00";"01/03/2016";"07:50";"5";"0";"2";"0";"3";"0"
"2016-03-01 07:55:00";"01/03/2016";"07:55";"3";"0";"1";"0";"2";"0"
"2016-03-01 08:00:00";"01/03/2016";"08:00";"36";"0";"1";"0";"35";"0"
"2016-03-01 08:05:00";"01/03/2016";"08:05";"3";"0";"1";"0";"2";"0"
"2016-03-01 08:10:00";"01/03/2016";"08:10";"15";"0";"1";"0";"14";"0"
"2016-03-01 08:15:00";"01/03/2016";"08:15";"265";"0";"8";"1";"256";"0"
"2016-03-01 08:20:00";"01/03/2016";"08:20";"2";"0";"2";"0";"0";"0"
"2016-03-01 08:25:00";"01/03/2016";"08:25";"2";"0";"1";"0";"1";"0"
"2016-03-01 08:30:00";"01/03/2016";"08:30";"26";"0";"9";"1";"16";"0"
"2016-03-01 08:35:00";"01/03/2016";"08:35";"5";"0";"2";"0";"3";"0"
"2016-03-01 08:40:00";"01/03/2016";"08:40";"83";"0";"9";"1";"73";"0"
"2016-03-01 08:45:00";"01/03/2016";"08:45";"15";"0";"9";"1";"5";"0"
"2016-03-01 08:50:00";"01/03/2016";"08:50";"17";"0";"9";"1";"7";"0"
"2016-03-01 08:55:00";"01/03/2016";"08:55";"67";"0";"9";"1";"57";"0"
"2016-03-01 09:00:00";"01/03/2016";"09:00";"14";"0";"9";"1";"4";"0"
"2016-03-01 09:05:00";"01/03/2016";"09:05";"6";"0";"0";"0";"6";"0"
"2016-03-01 09:10:00";"01/03/2016";"09:10";"209";"0";"8";"1";"200";"0"
"2016-03-01 09:15:00";"01/03/2016";"09:15";"57";"0";"4";"0";"53";"0"
"2016-03-01 09:20:00";"01/03/2016";"09:20";"12";"0";"9";"1";"2";"0"
"2016-03-01 09:25:00";"01/03/2016";"09:25";"18";"0";"9";"1";"8";"0"
"2016-03-01 09:30:00";"01/03/2016";"09:30";"15";"0";"9";"1";"5";"0"
"2016-03-01 09:35:00";"01/03/2016";"09:35";"15";"0";"9";"1";"5";"0"
"2016-03-01 09:40:00";"01/03/2016";"09:40";"9";"0";"0";"0";"9";"0"
"2016-03-01 09:45:00";"01/03/2016";"09:45";"259";"0";"9";"1";"249";"0"
"2016-03-01 09:50:00";"01/03/2016";"09:50";"4";"0";"2";"1";"1";"0"
"2016-03-01 09:55:00";"01/03/2016";"09:55";"28";"0";"9";"1";"18";"0"
"2016-03-01 10:00:00";"01/03/2016";"10:00";"29";"0";"9";"1";"19";"0"
"2016-03-01 10:05:00";"01/03/2016";"10:05";"20";"0";"9";"1";"10";"0"
"2016-03-01 10:10:00";"01/03/2016";"10:10";"156";"0";"9";"1";"146";"0"
"2016-03-01 10:15:00";"01/03/2016";"10:15";"36";"0";"7";"1";"28";"0"
"2016-03-01 10:20:00";"01/03/2016";"10:20";"36";"0";"9";"1";"26";"0"
"2016-03-01 10:25:00";"01/03/2016";"10:25";"9";"0";"9";"0";"0";"0"
"2016-03-01 10:30:00";"01/03/2016";"10:30";"4";"0";"4";"0";"0";"0"
"2016-03-01 10:35:00";"01/03/2016";"10:35";"10";"0";"9";"1";"0";"0"
"2016-03-01 10:40:00";"01/03/2016";"10:40";"10";"0";"9";"1";"0";"0"
"2016-03-01 10:45:00";"01/03/2016";"10:45";"10";"0";"9";"1";"0";"0"
"2016-03-01 10:50:00";"01/03/2016";"10:50";"6";"0";"6";"0";"0";"0"
"2016-03-01 10:55:00";"01/03/2016";"10:55";"9";"0";"8";"1";"0";"0"
"2016-03-01 11:00:00";"01/03/2016";"11:00";"4";"0";"4";"0";"0";"0"
"2016-03-01 11:05:00";"01/03/2016";"11:05";"4";"0";"4";"0";"0";"0"
"2016-03-01 11:10:00";"01/03/2016";"11:10";"11";"0";"4";"1";"6";"0"
"2016-03-01 11:15:00";"01/03/2016";"11:15";"8";"0";"8";"0";"0";"0"
"2016-03-01 11:20:00";"01/03/2016";"11:20";"8";"0";"8";"0";"0";"0"
"2016-03-01 11:25:00";"01/03/2016";"11:25";"7";"0";"7";"0";"0";"0"
"2016-03-01 11:30:00";"01/03/2016";"11:30";"4";"0";"4";"0";"0";"0"
"2016-03-01 11:35:00";"01/03/2016";"11:35";"2";"0";"2";"0";"0";"0"
"2016-03-01 11:40:00";"01/03/2016";"11:40";"21";"0";"6";"1";"14";"0"
"2016-03-01 11:45:00";"01/03/2016";"11:45";"8";"0";"8";"0";"0";"0"
"2016-03-01 11:50:00";"01/03/2016";"11:50";"3";"0";"3";"0";"0";"0"
"2016-03-01 11:55:00";"01/03/2016";"11:55";"4";"0";"3";"0";"1";"0"
"2016-03-01 12:00:00";"01/03/2016";"12:00";"38";"0";"6";"1";"31";"0"
"2016-03-01 12:05:00";"01/03/2016";"12:05";"41";"0";"9";"1";"31";"0"
"2016-03-01 12:10:00";"01/03/2016";"12:10";"24";"0";"8";"1";"15";"0"
"2016-03-01 12:15:00";"01/03/2016";"12:15";"25";"0";"9";"1";"15";"0"
"2016-03-01 12:20:00";"01/03/2016";"12:20";"2";"0";"1";"0";"1";"0"
"2016-03-01 12:25:00";"01/03/2016";"12:25";"6";"0";"1";"0";"5";"0"
"2016-03-01 12:30:00";"01/03/2016";"12:30";"5";"0";"2";"0";"3";"0"
"2016-03-01 12:35:00";"01/03/2016";"12:35";"32";"0";"8";"1";"23";"0"
"2016-03-01 12:40:00";"01/03/2016";"12:40";"5";"0";"3";"0";"2";"0"
"2016-03-01 12:45:00";"01/03/2016";"12:45";"5";"0";"2";"0";"3";"0"
"2016-03-01 12:50:00";"01/03/2016";"12:50";"31";"0";"7";"1";"23";"0"
"2016-03-01 12:55:00";"01/03/2016";"12:55";"3";"0";"1";"0";"2";"0"
"2016-03-01 13:00:00";"01/03/2016";"13:00";"3";"0";"1";"1";"1";"0"
"2016-03-01 13:05:00";"01/03/2016";"13:05";"33";"0";"9";"0";"24";"0"
"2016-03-01 13:10:00";"01/03/2016";"13:10";"13";"0";"8";"1";"4";"0"
"2016-03-01 13:15:00";"01/03/2016";"13:15";"4";"0";"1";"0";"3";"0"
"2016-03-01 13:20:00";"01/03/2016";"13:20";"3";"0";"0";"0";"3";"0"
"2016-03-01 13:25:00";"01/03/2016";"13:25";"15";"0";"2";"0";"13";"0"
"2016-03-01 13:30:00";"01/03/2016";"13:30";"201";"0";"4";"1";"196";"0"
"2016-03-01 13:35:00";"01/03/2016";"13:35";"82";"0";"9";"1";"72";"0"
"2016-03-01 13:40:00";"01/03/2016";"13:40";"5";"0";"5";"0";"0";"0"
"2016-03-01 13:45:00";"01/03/2016";"13:45";"3";"0";"3";"0";"0";"0"
"2016-03-01 13:50:00";"01/03/2016";"13:50";"4";"0";"4";"0";"0";"0"
"2016-03-01 13:55:00";"01/03/2016";"13:55";"5";"0";"5";"0";"0";"0"
"2016-03-01 14:00:00";"01/03/2016";"14:00";"5";"0";"4";"0";"1";"0"
"2016-03-01 14:05:00";"01/03/2016";"14:05";"33";"0";"6";"1";"26";"0"
"2016-03-01 14:10:00";"01/03/2016";"14:10";"33";"0";"9";"1";"23";"0"
"2016-03-01 14:15:00";"01/03/2016";"14:15";"4";"0";"4";"0";"0";"0"
"2016-03-01 14:20:00";"01/03/2016";"14:20";"2";"0";"2";"0";"0";"0"
"2016-03-01 14:25:00";"01/03/2016";"14:25";"4";"0";"4";"0";"0";"0"
"2016-03-01 14:30:00";"01/03/2016";"14:30";"4";"0";"4";"0";"0";"0"
"2016-03-01 14:35:00";"01/03/2016";"14:35";"4";"0";"4";"0";"0";"0"
"2016-03-01 14:40:00";"01/03/2016";"14:40";"6";"0";"5";"0";"1";"0"
"2016-03-01 14:45:00";"01/03/2016";"14:45";"19";"0";"4";"1";"14";"0"
"2016-03-01 14:50:00";"01/03/2016";"14:50";"5";"0";"5";"0";"0";"0"
"2016-03-01 14:55:00";"01/03/2016";"14:55";"8";"0";"8";"0";"0";"0"
"2016-03-01 15:00:00";"01/03/2016";"15:00";"5";"0";"4";"0";"1";"0"
"2016-03-01 15:05:00";"01/03/2016";"15:05";"6";"0";"2";"0";"4";"0"
"2016-03-01 15:10:00";"01/03/2016";"15:10";"33";"0";"7";"1";"25";"0"
"2016-03-01 15:15:00";"01/03/2016";"15:15";"7";"0";"7";"0";"0";"0"
"2016-03-01 15:20:00";"01/03/2016";"15:20";"7";"0";"7";"0";"0";"0"
"2016-03-01 15:25:00";"01/03/2016";"15:25";"1";"0";"1";"0";"0";"0"
"2016-03-01 15:30:00";"01/03/2016";"15:30";"";"";"";"";"";""
"2016-03-01 15:35:00";"01/03/2016";"15:35";"7";"0";"7";"0";"0";"0"
"2016-03-01 15:40:00";"01/03/2016";"15:40";"7";"0";"7";"0";"0";"0"
"2016-03-01 15:45:00";"01/03/2016";"15:45";"7";"0";"7";"0";"0";"0"
"2016-03-01 15:50:00";"01/03/2016";"15:50";"7";"0";"5";"0";"2";"0"
"2016-03-01 15:55:00";"01/03/2016";"15:55";"35";"0";"6";"1";"28";"0"
"2016-03-01 16:00:00";"01/03/2016";"16:00";"2";"0";"2";"0";"0";"0"
"2016-03-01 16:05:00";"01/03/2016";"16:05";"3";"0";"3";"0";"0";"0"
"2016-03-01 16:10:00";"01/03/2016";"16:10";"7";"0";"6";"0";"1";"0"
"2016-03-01 16:15:00";"01/03/2016";"16:15";"7";"0";"7";"0";"0";"0"
"2016-03-01 16:20:00";"01/03/2016";"16:20";"8";"0";"7";"0";"1";"0"
"2016-03-01 16:25:00";"01/03/2016";"16:25";"9";"0";"6";"0";"3";"0"
"2016-03-01 16:30:00";"01/03/2016";"16:30";"44";"0";"9";"1";"34";"0"
"2016-03-01 16:35:00";"01/03/2016";"16:35";"4";"0";"2";"0";"2";"0"
"2016-03-01 16:40:00";"01/03/2016";"16:40";"5";"0";"2";"0";"3";"0"
"2016-03-01 16:45:00";"01/03/2016";"16:45";"35";"0";"9";"1";"25";"0"
"2016-03-01 16:50:00";"01/03/2016";"16:50";"39";"0";"9";"1";"29";"0"
"2016-03-01 16:55:00";"01/03/2016";"16:55";"27";"0";"9";"1";"17";"0"
"2016-03-01 17:00:00";"01/03/2016";"17:00";"11";"0";"9";"1";"1";"0"
"2016-03-01 17:05:00";"01/03/2016";"17:05";"5";"0";"4";"0";"1";"0"
"2016-03-01 17:10:00";"01/03/2016";"17:10";"1";"0";"1";"0";"0";"0"
"2016-03-01 17:15:00";"01/03/2016";"17:15";"5";"0";"3";"0";"2";"0"
"2016-03-01 17:20:00";"01/03/2016";"17:20";"38";"0";"9";"1";"28";"0"
"2016-03-01 17:25:00";"01/03/2016";"17:25";"11";"0";"8";"1";"2";"0"
"2016-03-01 17:30:00";"01/03/2016";"17:30";"1";"0";"1";"0";"0";"0"
"2016-03-01 17:35:00";"01/03/2016";"17:35";"3";"0";"1";"0";"2";"0"
"2016-03-01 17:40:00";"01/03/2016";"17:40";"2";"0";"1";"0";"1";"0"
"2016-03-01 17:45:00";"01/03/2016";"17:45";"37";"0";"9";"1";"27";"0"
"2016-03-01 17:50:00";"01/03/2016";"17:50";"2";"0";"2";"0";"0";"0"
"2016-03-01 17:55:00";"01/03/2016";"17:55";"";"";"";"";"";""
