"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2015-10-01 00:00:00";"01/10/2015";"00:00";"973";"232";"0";"432";"309";"0"
"2015-10-01 00:05:00";"01/10/2015";"00:05";"902";"227";"0";"377";"298";"0"
"2015-10-01 00:10:00";"01/10/2015";"00:10";"905";"212";"0";"411";"282";"0"
"2015-10-01 00:15:00";"01/10/2015";"00:15";"840";"191";"0";"387";"262";"0"
"2015-10-01 00:20:00";"01/10/2015";"00:20";"804";"177";"0";"376";"251";"0"
"2015-10-01 00:25:00";"01/10/2015";"00:25";"763";"159";"0";"360";"244";"0"
"2015-10-01 00:30:00";"01/10/2015";"00:30";"705";"150";"0";"340";"215";"0"
"2015-10-01 00:35:00";"01/10/2015";"00:35";"657";"136";"0";"325";"196";"0"
"2015-10-01 00:40:00";"01/10/2015";"00:40";"645";"132";"0";"324";"189";"0"
"2015-10-01 00:45:00";"01/10/2015";"00:45";"595";"119";"0";"298";"178";"0"
"2015-10-01 00:50:00";"01/10/2015";"00:50";"571";"114";"0";"285";"172";"0"
"2015-10-01 00:55:00";"01/10/2015";"00:55";"539";"103";"0";"280";"156";"0"
"2015-10-01 01:00:00";"01/10/2015";"01:00";"489";"94";"0";"255";"140";"0"
"2015-10-01 01:05:00";"01/10/2015";"01:05";"484";"93";"0";"263";"128";"0"
"2015-10-01 01:10:00";"01/10/2015";"01:10";"461";"87";"0";"252";"122";"0"
"2015-10-01 01:15:00";"01/10/2015";"01:15";"439";"78";"0";"249";"112";"0"
"2015-10-01 01:20:00";"01/10/2015";"01:20";"422";"69";"0";"246";"107";"0"
"2015-10-01 01:25:00";"01/10/2015";"01:25";"390";"71";"0";"217";"102";"0"
"2015-10-01 01:30:00";"01/10/2015";"01:30";"368";"70";"0";"204";"94";"0"
"2015-10-01 01:35:00";"01/10/2015";"01:35";"362";"66";"0";"212";"84";"0"
"2015-10-01 01:40:00";"01/10/2015";"01:40";"362";"72";"0";"213";"77";"0"
"2015-10-01 01:45:00";"01/10/2015";"01:45";"342";"63";"0";"206";"73";"0"
"2015-10-01 01:50:00";"01/10/2015";"01:50";"322";"52";"0";"202";"68";"0"
"2015-10-01 01:55:00";"01/10/2015";"01:55";"322";"56";"0";"198";"68";"0"
"2015-10-01 02:00:00";"01/10/2015";"02:00";"301";"53";"0";"185";"63";"0"
"2015-10-01 02:05:00";"01/10/2015";"02:05";"313";"55";"0";"198";"60";"0"
"2015-10-01 02:10:00";"01/10/2015";"02:10";"307";"62";"0";"193";"52";"0"
"2015-10-01 02:15:00";"01/10/2015";"02:15";"282";"54";"0";"179";"49";"0"
"2015-10-01 02:20:00";"01/10/2015";"02:20";"290";"56";"0";"186";"48";"0"
"2015-10-01 02:25:00";"01/10/2015";"02:25";"288";"53";"0";"184";"51";"0"
"2015-10-01 02:30:00";"01/10/2015";"02:30";"282";"56";"0";"180";"46";"0"
"2015-10-01 02:35:00";"01/10/2015";"02:35";"296";"54";"0";"194";"48";"0"
"2015-10-01 02:40:00";"01/10/2015";"02:40";"305";"63";"0";"195";"47";"0"
"2015-10-01 02:45:00";"01/10/2015";"02:45";"282";"55";"0";"181";"46";"0"
"2015-10-01 02:50:00";"01/10/2015";"02:50";"297";"60";"0";"184";"53";"0"
"2015-10-01 02:55:00";"01/10/2015";"02:55";"295";"57";"0";"187";"51";"0"
"2015-10-01 03:00:00";"01/10/2015";"03:00";"292";"58";"0";"178";"56";"0"
"2015-10-01 03:05:00";"01/10/2015";"03:05";"309";"59";"0";"192";"58";"0"
"2015-10-01 03:10:00";"01/10/2015";"03:10";"323";"64";"0";"192";"67";"0"
"2015-10-01 03:15:00";"01/10/2015";"03:15";"323";"60";"0";"186";"77";"0"
"2015-10-01 03:20:00";"01/10/2015";"03:20";"349";"58";"0";"200";"91";"0"
"2015-10-01 03:25:00";"01/10/2015";"03:25";"357";"62";"0";"198";"97";"0"
"2015-10-01 03:30:00";"01/10/2015";"03:30";"366";"60";"0";"195";"111";"0"
"2015-10-01 03:35:00";"01/10/2015";"03:35";"427";"66";"0";"226";"135";"0"
"2015-10-01 03:40:00";"01/10/2015";"03:40";"452";"67";"0";"224";"161";"0"
"2015-10-01 03:45:00";"01/10/2015";"03:45";"473";"69";"0";"220";"184";"0"
"2015-10-01 03:50:00";"01/10/2015";"03:50";"527";"74";"0";"240";"213";"0"
"2015-10-01 03:55:00";"01/10/2015";"03:55";"558";"77";"0";"245";"236";"0"
"2015-10-01 04:00:00";"01/10/2015";"04:00";"595";"77";"0";"263";"255";"0"
"2015-10-01 04:05:00";"01/10/2015";"04:05";"693";"97";"0";"305";"291";"0"
"2015-10-01 04:10:00";"01/10/2015";"04:10";"762";"118";"0";"328";"316";"0"
"2015-10-01 04:15:00";"01/10/2015";"04:15";"831";"133";"0";"346";"352";"0"
"2015-10-01 04:20:00";"01/10/2015";"04:20";"888";"141";"0";"377";"370";"0"
"2015-10-01 04:25:00";"01/10/2015";"04:25";"965";"168";"0";"387";"410";"0"
"2015-10-01 04:30:00";"01/10/2015";"04:30";"1070";"189";"0";"432";"449";"0"
"2015-10-01 04:35:00";"01/10/2015";"04:35";"1172";"217";"0";"470";"485";"0"
"2015-10-01 04:40:00";"01/10/2015";"04:40";"1268";"244";"0";"501";"523";"0"
"2015-10-01 04:45:00";"01/10/2015";"04:45";"1368";"279";"0";"528";"561";"0"
"2015-10-01 04:50:00";"01/10/2015";"04:50";"1519";"325";"0";"585";"609";"0"
"2015-10-01 04:55:00";"01/10/2015";"04:55";"1648";"367";"0";"632";"649";"0"
"2015-10-01 05:00:00";"01/10/2015";"05:00";"1772";"393";"0";"674";"705";"0"
"2015-10-01 05:05:00";"01/10/2015";"05:05";"1888";"433";"0";"724";"731";"0"
"2015-10-01 05:10:00";"01/10/2015";"05:10";"2034";"492";"0";"778";"764";"0"
"2015-10-01 05:15:00";"01/10/2015";"05:15";"2196";"557";"0";"825";"814";"0"
"2015-10-01 05:20:00";"01/10/2015";"05:20";"2349";"608";"0";"894";"847";"0"
"2015-10-01 05:25:00";"01/10/2015";"05:25";"2494";"659";"0";"945";"890";"0"
"2015-10-01 05:30:00";"01/10/2015";"05:30";"2624";"724";"0";"984";"916";"0"
"2015-10-01 05:35:00";"01/10/2015";"05:35";"2766";"774";"0";"1046";"946";"0"
"2015-10-01 05:40:00";"01/10/2015";"05:40";"2904";"840";"0";"1091";"973";"0"
"2015-10-01 05:45:00";"01/10/2015";"05:45";"3031";"893";"0";"1131";"1007";"0"
"2015-10-01 05:50:00";"01/10/2015";"05:50";"3155";"940";"0";"1197";"1018";"0"
"2015-10-01 05:55:00";"01/10/2015";"05:55";"3257";"989";"0";"1232";"1036";"0"
"2015-10-01 06:00:00";"01/10/2015";"06:00";"3356";"1032";"0";"1263";"1061";"0"
"2015-10-01 06:05:00";"01/10/2015";"06:05";"3470";"1080";"0";"1315";"1075";"0"
"2015-10-01 06:10:00";"01/10/2015";"06:10";"3580";"1122";"0";"1359";"1099";"0"
"2015-10-01 06:15:00";"01/10/2015";"06:15";"3636";"1157";"0";"1370";"1109";"0"
"2015-10-01 06:20:00";"01/10/2015";"06:20";"3720";"1196";"0";"1405";"1119";"0"
"2015-10-01 06:25:00";"01/10/2015";"06:25";"3787";"1218";"0";"1431";"1138";"0"
"2015-10-01 06:30:00";"01/10/2015";"06:30";"3796";"1225";"0";"1437";"1134";"0"
"2015-10-01 06:35:00";"01/10/2015";"06:35";"3874";"1249";"0";"1481";"1144";"0"
"2015-10-01 06:40:00";"01/10/2015";"06:40";"3949";"1282";"0";"1517";"1150";"0"
"2015-10-01 06:45:00";"01/10/2015";"06:45";"3983";"1296";"0";"1524";"1163";"0"
"2015-10-01 06:50:00";"01/10/2015";"06:50";"4024";"1314";"0";"1544";"1166";"0"
"2015-10-01 06:55:00";"01/10/2015";"06:55";"4043";"1309";"0";"1561";"1173";"0"
"2015-10-01 07:00:00";"01/10/2015";"07:00";"4096";"1336";"0";"1575";"1185";"0"
"2015-10-01 07:05:00";"01/10/2015";"07:05";"4103";"1349";"0";"1573";"1181";"0"
"2015-10-01 07:10:00";"01/10/2015";"07:10";"4106";"1353";"0";"1571";"1182";"0"
"2015-10-01 07:15:00";"01/10/2015";"07:15";"4126";"1347";"0";"1594";"1185";"0"
"2015-10-01 07:20:00";"01/10/2015";"07:20";"4138";"1369";"0";"1593";"1176";"0"
"2015-10-01 07:25:00";"01/10/2015";"07:25";"4144";"1363";"0";"1602";"1179";"0"
"2015-10-01 07:30:00";"01/10/2015";"07:30";"4144";"1358";"0";"1601";"1185";"0"
"2015-10-01 07:35:00";"01/10/2015";"07:35";"4156";"1361";"0";"1597";"1198";"0"
"2015-10-01 07:40:00";"01/10/2015";"07:40";"4181";"1376";"0";"1612";"1193";"0"
"2015-10-01 07:45:00";"01/10/2015";"07:45";"4176";"1374";"0";"1609";"1193";"0"
"2015-10-01 07:50:00";"01/10/2015";"07:50";"4162";"1372";"0";"1610";"1180";"0"
"2015-10-01 07:55:00";"01/10/2015";"07:55";"4174";"1379";"0";"1608";"1187";"0"
"2015-10-01 08:00:00";"01/10/2015";"08:00";"4166";"1371";"0";"1604";"1191";"0"
"2015-10-01 08:05:00";"01/10/2015";"08:05";"4167";"1373";"0";"1602";"1192";"0"
"2015-10-01 08:10:00";"01/10/2015";"08:10";"4155";"1381";"0";"1583";"1191";"0"
"2015-10-01 08:15:00";"01/10/2015";"08:15";"4164";"1380";"0";"1603";"1181";"0"
"2015-10-01 08:20:00";"01/10/2015";"08:20";"4173";"1393";"0";"1602";"1178";"0"
"2015-10-01 08:25:00";"01/10/2015";"08:25";"4133";"1375";"0";"1586";"1172";"0"
"2015-10-01 08:30:00";"01/10/2015";"08:30";"4145";"1377";"0";"1591";"1177";"0"
"2015-10-01 08:35:00";"01/10/2015";"08:35";"4174";"1385";"0";"1604";"1185";"0"
"2015-10-01 08:40:00";"01/10/2015";"08:40";"4037";"1376";"0";"1490";"1171";"0"
"2015-10-01 08:45:00";"01/10/2015";"08:45";"4042";"1385";"0";"1488";"1169";"0"
"2015-10-01 08:50:00";"01/10/2015";"08:50";"4044";"1381";"0";"1499";"1164";"0"
"2015-10-01 08:55:00";"01/10/2015";"08:55";"4019";"1374";"0";"1486";"1159";"0"
