"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2015-05-01 00:05:00";"01/05/2015";"00:05";"";"";"";"";"";""
"2015-05-02 00:05:00";"02/05/2015";"00:05";"";"";"";"";"";""
"2015-05-03 00:05:00";"03/05/2015";"00:05";"";"";"";"";"";""
"2015-05-04 00:05:00";"04/05/2015";"00:05";"2";"1";"1";"0";"0";"0"
"2015-05-04 00:10:00";"04/05/2015";"00:10";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:15:00";"04/05/2015";"00:15";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:20:00";"04/05/2015";"00:20";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:25:00";"04/05/2015";"00:25";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:30:00";"04/05/2015";"00:30";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:35:00";"04/05/2015";"00:35";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:40:00";"04/05/2015";"00:40";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:45:00";"04/05/2015";"00:45";"2";"2";"0";"0";"0";"0"
"2015-05-04 00:50:00";"04/05/2015";"00:50";"1";"1";"0";"0";"0";"0"
"2015-05-04 00:55:00";"04/05/2015";"00:55";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:00:00";"04/05/2015";"01:00";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:05:00";"04/05/2015";"01:05";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:10:00";"04/05/2015";"01:10";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:15:00";"04/05/2015";"01:15";"2";"1";"0";"1";"0";"0"
"2015-05-04 01:20:00";"04/05/2015";"01:20";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:25:00";"04/05/2015";"01:25";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:30:00";"04/05/2015";"01:30";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:35:00";"04/05/2015";"01:35";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:40:00";"04/05/2015";"01:40";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:45:00";"04/05/2015";"01:45";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:50:00";"04/05/2015";"01:50";"1";"1";"0";"0";"0";"0"
"2015-05-04 01:55:00";"04/05/2015";"01:55";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:00:00";"04/05/2015";"02:00";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:05:00";"04/05/2015";"02:05";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:10:00";"04/05/2015";"02:10";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:15:00";"04/05/2015";"02:15";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:20:00";"04/05/2015";"02:20";"";"";"";"";"";""
"2015-05-04 02:25:00";"04/05/2015";"02:25";"";"";"";"";"";""
"2015-05-04 02:30:00";"04/05/2015";"02:30";"";"";"";"";"";""
"2015-05-04 02:35:00";"04/05/2015";"02:35";"";"";"";"";"";""
"2015-05-04 02:40:00";"04/05/2015";"02:40";"";"";"";"";"";""
"2015-05-04 02:45:00";"04/05/2015";"02:45";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:50:00";"04/05/2015";"02:50";"1";"1";"0";"0";"0";"0"
"2015-05-04 02:55:00";"04/05/2015";"02:55";"";"";"";"";"";""
"2015-05-04 03:00:00";"04/05/2015";"03:00";"";"";"";"";"";""
"2015-05-04 03:05:00";"04/05/2015";"03:05";"";"";"";"";"";""
"2015-05-04 03:10:00";"04/05/2015";"03:10";"";"";"";"";"";""
"2015-05-04 03:15:00";"04/05/2015";"03:15";"1";"1";"0";"0";"0";"0"
"2015-05-04 03:20:00";"04/05/2015";"03:20";"1";"1";"0";"0";"0";"0"
"2015-05-04 03:25:00";"04/05/2015";"03:25";"";"";"";"";"";""
"2015-05-04 03:30:00";"04/05/2015";"03:30";"";"";"";"";"";""
"2015-05-04 03:35:00";"04/05/2015";"03:35";"";"";"";"";"";""
"2015-05-04 03:40:00";"04/05/2015";"03:40";"";"";"";"";"";""
"2015-05-04 03:45:00";"04/05/2015";"03:45";"2";"1";"1";"0";"0";"0"
"2015-05-04 03:50:00";"04/05/2015";"03:50";"1";"1";"0";"0";"0";"0"
"2015-05-04 03:55:00";"04/05/2015";"03:55";"";"";"";"";"";""
"2015-05-04 04:00:00";"04/05/2015";"04:00";"";"";"";"";"";""
"2015-05-04 04:05:00";"04/05/2015";"04:05";"";"";"";"";"";""
"2015-05-04 04:10:00";"04/05/2015";"04:10";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:15:00";"04/05/2015";"04:15";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:20:00";"04/05/2015";"04:20";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:25:00";"04/05/2015";"04:25";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:30:00";"04/05/2015";"04:30";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:35:00";"04/05/2015";"04:35";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:40:00";"04/05/2015";"04:40";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:45:00";"04/05/2015";"04:45";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:50:00";"04/05/2015";"04:50";"1";"1";"0";"0";"0";"0"
"2015-05-04 04:55:00";"04/05/2015";"04:55";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:00:00";"04/05/2015";"05:00";"2";"1";"1";"0";"0";"0"
"2015-05-04 05:05:00";"04/05/2015";"05:05";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:10:00";"04/05/2015";"05:10";"3";"1";"2";"0";"0";"0"
"2015-05-04 05:15:00";"04/05/2015";"05:15";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:20:00";"04/05/2015";"05:20";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:25:00";"04/05/2015";"05:25";"2";"2";"0";"0";"0";"0"
"2015-05-04 05:30:00";"04/05/2015";"05:30";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:35:00";"04/05/2015";"05:35";"2";"1";"1";"0";"0";"0"
"2015-05-04 05:40:00";"04/05/2015";"05:40";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:45:00";"04/05/2015";"05:45";"1";"1";"0";"0";"0";"0"
"2015-05-04 05:50:00";"04/05/2015";"05:50";"4";"1";"3";"0";"0";"0"
"2015-05-04 05:55:00";"04/05/2015";"05:55";"4";"2";"2";"0";"0";"0"
