"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2015-07-01 00:00:00";"01/07/2015";"00:00";"991";"224";"445";"29";"293";"0"
"2015-07-01 00:05:00";"01/07/2015";"00:05";"961";"224";"419";"26";"292";"0"
"2015-07-01 00:10:00";"01/07/2015";"00:10";"896";"204";"398";"27";"267";"0"
"2015-07-01 00:15:00";"01/07/2015";"00:15";"820";"199";"349";"23";"249";"0"
"2015-07-01 00:20:00";"01/07/2015";"00:20";"757";"173";"334";"25";"225";"0"
"2015-07-01 00:25:00";"01/07/2015";"00:25";"719";"171";"305";"24";"219";"0"
"2015-07-01 00:30:00";"01/07/2015";"00:30";"685";"151";"303";"21";"210";"0"
"2015-07-01 00:35:00";"01/07/2015";"00:35";"611";"112";"280";"18";"201";"0"
"2015-07-01 00:40:00";"01/07/2015";"00:40";"572";"97";"266";"17";"192";"0"
"2015-07-01 00:45:00";"01/07/2015";"00:45";"541";"104";"248";"14";"175";"0"
"2015-07-01 00:50:00";"01/07/2015";"00:50";"519";"92";"244";"18";"165";"0"
"2015-07-01 00:55:00";"01/07/2015";"00:55";"469";"92";"204";"17";"156";"0"
"2015-07-01 01:00:00";"01/07/2015";"01:00";"476";"105";"208";"13";"150";"0"
"2015-07-01 01:05:00";"01/07/2015";"01:05";"436";"87";"196";"13";"140";"0"
"2015-07-01 01:10:00";"01/07/2015";"01:10";"414";"92";"176";"15";"131";"0"
"2015-07-01 01:15:00";"01/07/2015";"01:15";"402";"102";"169";"14";"117";"0"
"2015-07-01 01:20:00";"01/07/2015";"01:20";"388";"96";"170";"15";"107";"0"
"2015-07-01 01:25:00";"01/07/2015";"01:25";"368";"95";"151";"13";"109";"0"
"2015-07-01 01:30:00";"01/07/2015";"01:30";"382";"102";"167";"13";"100";"0"
"2015-07-01 01:35:00";"01/07/2015";"01:35";"353";"94";"156";"11";"92";"0"
"2015-07-01 01:40:00";"01/07/2015";"01:40";"315";"79";"137";"12";"87";"0"
"2015-07-01 01:45:00";"01/07/2015";"01:45";"293";"76";"130";"7";"80";"0"
"2015-07-01 01:50:00";"01/07/2015";"01:50";"282";"72";"128";"9";"73";"0"
"2015-07-01 01:55:00";"01/07/2015";"01:55";"250";"64";"112";"8";"66";"0"
"2015-07-01 02:00:00";"01/07/2015";"02:00";"249";"67";"112";"7";"63";"0"
"2015-07-01 02:05:00";"01/07/2015";"02:05";"252";"72";"111";"9";"60";"0"
"2015-07-01 02:10:00";"01/07/2015";"02:10";"245";"67";"110";"11";"57";"0"
"2015-07-01 02:15:00";"01/07/2015";"02:15";"244";"77";"105";"6";"56";"0"
"2015-07-01 02:20:00";"01/07/2015";"02:20";"261";"81";"112";"9";"59";"0"
"2015-07-01 02:25:00";"01/07/2015";"02:25";"235";"68";"103";"8";"56";"0"
"2015-07-01 02:30:00";"01/07/2015";"02:30";"256";"69";"125";"8";"54";"0"
"2015-07-01 02:35:00";"01/07/2015";"02:35";"224";"59";"108";"6";"51";"0"
