"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2016-07-01 00:00:00";"01/07/2016";"00:00";"1422";"241";"440";"344";"397";"0"
"2016-07-01 00:05:00";"01/07/2016";"00:05";"1400";"227";"439";"349";"385";"0"
"2016-07-01 00:10:00";"01/07/2016";"00:10";"1356";"222";"413";"344";"377";"0"
"2016-07-01 00:15:00";"01/07/2016";"00:15";"1296";"202";"406";"331";"357";"0"
"2016-07-01 00:20:00";"01/07/2016";"00:20";"1248";"202";"381";"312";"353";"0"
"2016-07-01 00:25:00";"01/07/2016";"00:25";"1190";"189";"359";"305";"337";"0"
"2016-07-01 00:30:00";"01/07/2016";"00:30";"1105";"175";"329";"283";"318";"0"
"2016-07-01 00:35:00";"01/07/2016";"00:35";"1034";"160";"314";"271";"289";"0"
"2016-07-01 00:40:00";"01/07/2016";"00:40";"961";"145";"280";"262";"274";"0"
"2016-07-01 00:45:00";"01/07/2016";"00:45";"917";"141";"266";"247";"263";"0"
"2016-07-01 00:50:00";"01/07/2016";"00:50";"858";"122";"250";"228";"258";"0"
"2016-07-01 00:55:00";"01/07/2016";"00:55";"828";"116";"234";"231";"247";"0"
"2016-07-01 01:00:00";"01/07/2016";"01:00";"772";"114";"223";"205";"230";"0"
"2016-07-01 01:05:00";"01/07/2016";"01:05";"721";"109";"202";"192";"218";"0"
"2016-07-01 01:10:00";"01/07/2016";"01:10";"695";"96";"191";"204";"204";"0"
"2016-07-01 01:15:00";"01/07/2016";"01:15";"671";"90";"188";"197";"196";"0"
"2016-07-01 01:20:00";"01/07/2016";"01:20";"653";"95";"182";"192";"184";"0"
"2016-07-01 01:25:00";"01/07/2016";"01:25";"603";"76";"171";"179";"177";"0"
"2016-07-01 01:30:00";"01/07/2016";"01:30";"582";"76";"170";"167";"169";"0"
"2016-07-01 01:35:00";"01/07/2016";"01:35";"541";"80";"153";"155";"153";"0"
"2016-07-01 01:40:00";"01/07/2016";"01:40";"545";"74";"146";"166";"159";"0"
"2016-07-01 01:45:00";"01/07/2016";"01:45";"543";"77";"149";"166";"151";"0"
"2016-07-01 01:50:00";"01/07/2016";"01:50";"516";"71";"143";"161";"141";"0"
"2016-07-01 01:55:00";"01/07/2016";"01:55";"494";"65";"139";"153";"137";"0"
"2016-07-01 02:00:00";"01/07/2016";"02:00";"477";"67";"134";"142";"134";"0"
"2016-07-01 02:05:00";"01/07/2016";"02:05";"473";"71";"135";"139";"128";"0"
"2016-07-01 02:10:00";"01/07/2016";"02:10";"483";"71";"130";"163";"119";"0"
"2016-07-01 02:15:00";"01/07/2016";"02:15";"453";"69";"111";"154";"119";"0"
"2016-07-01 02:20:00";"01/07/2016";"02:20";"452";"64";"118";"154";"116";"0"
"2016-07-01 02:25:00";"01/07/2016";"02:25";"376";"10";"116";"136";"114";"0"
"2016-07-01 02:30:00";"01/07/2016";"02:30";"254";"12";"96";"30";"116";"0"
"2016-07-01 02:35:00";"01/07/2016";"02:35";"201";"7";"56";"26";"112";"0"
"2016-07-01 02:40:00";"01/07/2016";"02:40";"434";"57";"103";"156";"118";"0"
"2016-07-01 02:45:00";"01/07/2016";"02:45";"438";"63";"104";"149";"122";"0"
"2016-07-01 02:50:00";"01/07/2016";"02:50";"439";"58";"103";"156";"122";"0"
"2016-07-01 02:55:00";"01/07/2016";"02:55";"354";"6";"106";"120";"122";"0"
"2016-07-01 03:00:00";"01/07/2016";"03:00";"304";"39";"90";"49";"126";"0"
"2016-07-01 03:05:00";"01/07/2016";"03:05";"450";"60";"116";"140";"134";"0"
"2016-07-01 03:10:00";"01/07/2016";"03:10";"467";"62";"97";"163";"145";"0"
"2016-07-01 03:15:00";"01/07/2016";"03:15";"511";"68";"114";"164";"165";"0"
