"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2016-02-01 00:00:00";"01/02/2016";"00:00";"1";"0";"0";"0";"1";"0"
"2016-02-01 00:05:00";"01/02/2016";"00:05";"253";"34";"44";"7";"168";"0"
"2016-02-01 00:10:00";"01/02/2016";"00:10";"57";"0";"0";"0";"57";"0"
"2016-02-01 00:15:00";"01/02/2016";"00:15";"54";"0";"0";"0";"54";"0"
"2016-02-01 00:20:00";"01/02/2016";"00:20";"38";"0";"0";"0";"38";"0"
"2016-02-01 00:25:00";"01/02/2016";"00:25";"20";"0";"0";"0";"20";"0"
"2016-02-01 00:30:00";"01/02/2016";"00:30";"18";"0";"0";"0";"18";"0"
"2016-02-01 00:35:00";"01/02/2016";"00:35";"55";"0";"0";"0";"55";"0"
"2016-02-01 00:40:00";"01/02/2016";"00:40";"38";"0";"0";"0";"38";"0"
"2016-02-01 00:45:00";"01/02/2016";"00:45";"37";"0";"0";"0";"37";"0"
"2016-02-01 00:50:00";"01/02/2016";"00:50";"52";"0";"0";"0";"52";"0"
"2016-02-01 00:55:00";"01/02/2016";"00:55";"23";"0";"0";"0";"23";"0"
"2016-02-01 01:00:00";"01/02/2016";"01:00";"42";"0";"0";"0";"42";"0"
"2016-02-01 01:05:00";"01/02/2016";"01:05";"27";"0";"0";"0";"27";"0"
"2016-02-01 01:10:00";"01/02/2016";"01:10";"17";"0";"0";"0";"17";"0"
"2016-02-01 01:15:00";"01/02/2016";"01:15";"17";"0";"0";"0";"17";"0"
"2016-02-01 01:20:00";"01/02/2016";"01:20";"14";"0";"0";"0";"14";"0"
"2016-02-01 01:25:00";"01/02/2016";"01:25";"12";"0";"0";"0";"12";"0"
"2016-02-01 01:30:00";"01/02/2016";"01:30";"43";"0";"0";"0";"43";"0"
"2016-02-01 01:35:00";"01/02/2016";"01:35";"44";"0";"0";"0";"44";"0"
"2016-02-01 01:40:00";"01/02/2016";"01:40";"44";"0";"0";"0";"44";"0"
"2016-02-01 01:45:00";"01/02/2016";"01:45";"15";"0";"0";"0";"15";"0"
"2016-02-01 01:50:00";"01/02/2016";"01:50";"43";"0";"0";"0";"43";"0"
"2016-02-01 01:55:00";"01/02/2016";"01:55";"33";"0";"0";"0";"33";"0"
"2016-02-01 02:00:00";"01/02/2016";"02:00";"38";"0";"0";"0";"38";"0"
"2016-02-01 02:05:00";"01/02/2016";"02:05";"41";"0";"0";"0";"41";"0"
"2016-02-01 02:10:00";"01/02/2016";"02:10";"35";"0";"0";"0";"35";"0"
"2016-02-01 02:15:00";"01/02/2016";"02:15";"41";"0";"0";"0";"41";"0"
"2016-02-01 02:20:00";"01/02/2016";"02:20";"35";"0";"0";"0";"35";"0"
"2016-02-01 02:25:00";"01/02/2016";"02:25";"32";"0";"0";"0";"32";"0"
"2016-02-01 02:30:00";"01/02/2016";"02:30";"31";"0";"0";"0";"31";"0"
"2016-02-01 02:35:00";"01/02/2016";"02:35";"40";"0";"0";"0";"40";"0"
"2016-02-01 02:40:00";"01/02/2016";"02:40";"18";"0";"0";"0";"18";"0"
"2016-02-01 02:45:00";"01/02/2016";"02:45";"39";"0";"0";"0";"39";"0"
"2016-02-01 02:50:00";"01/02/2016";"02:50";"24";"0";"0";"0";"24";"0"
"2016-02-01 02:55:00";"01/02/2016";"02:55";"40";"0";"0";"0";"40";"0"
"2016-02-01 03:00:00";"01/02/2016";"03:00";"34";"0";"0";"0";"34";"0"
"2016-02-01 03:05:00";"01/02/2016";"03:05";"39";"0";"0";"0";"39";"0"
"2016-02-01 03:10:00";"01/02/2016";"03:10";"35";"0";"0";"0";"35";"0"
"2016-02-01 03:15:00";"01/02/2016";"03:15";"33";"0";"0";"0";"33";"0"
"2016-02-01 03:20:00";"01/02/2016";"03:20";"34";"0";"0";"0";"34";"0"
"2016-02-01 03:25:00";"01/02/2016";"03:25";"32";"0";"0";"0";"32";"0"
"2016-02-01 03:30:00";"01/02/2016";"03:30";"45";"0";"0";"0";"45";"0"
"2016-02-01 03:35:00";"01/02/2016";"03:35";"43";"0";"0";"0";"43";"0"
"2016-02-01 03:40:00";"01/02/2016";"03:40";"37";"0";"0";"0";"37";"0"
"2016-02-01 03:45:00";"01/02/2016";"03:45";"48";"0";"0";"0";"48";"0"
"2016-02-01 03:50:00";"01/02/2016";"03:50";"48";"0";"0";"0";"48";"0"
"2016-02-01 03:55:00";"01/02/2016";"03:55";"35";"0";"0";"0";"35";"0"
"2016-02-01 04:00:00";"01/02/2016";"04:00";"36";"0";"0";"0";"36";"0"
"2016-02-01 04:05:00";"01/02/2016";"04:05";"42";"0";"0";"0";"42";"0"
"2016-02-01 04:10:00";"01/02/2016";"04:10";"41";"0";"0";"0";"41";"0"
"2016-02-01 04:15:00";"01/02/2016";"04:15";"41";"0";"0";"0";"41";"0"
"2016-02-01 04:20:00";"01/02/2016";"04:20";"41";"0";"0";"0";"41";"0"
