"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2015-06-01 00:00:00";"01/06/2015";"00:00";"725";"95";"201";"268";"161";"0"
"2015-06-01 00:05:00";"01/06/2015";"00:05";"731";"94";"205";"272";"160";"0"
"2015-06-01 00:10:00";"01/06/2015";"00:10";"720";"96";"213";"267";"144";"0"
"2015-06-01 00:15:00";"01/06/2015";"00:15";"681";"82";"203";"256";"140";"0"
"2015-06-01 00:20:00";"01/06/2015";"00:20";"640";"74";"202";"233";"131";"0"
"2015-06-01 00:25:00";"01/06/2015";"00:25";"630";"73";"194";"239";"124";"0"
"2015-06-01 00:30:00";"01/06/2015";"00:30";"640";"72";"205";"244";"119";"0"
"2015-06-01 00:35:00";"01/06/2015";"00:35";"601";"74";"187";"233";"107";"0"
"2015-06-01 00:40:00";"01/06/2015";"00:40";"566";"76";"170";"220";"100";"0"
"2015-06-01 00:45:00";"01/06/2015";"00:45";"538";"80";"149";"214";"95";"0"
"2015-06-01 00:50:00";"01/06/2015";"00:50";"512";"66";"160";"202";"84";"0"
"2015-06-01 00:55:00";"01/06/2015";"00:55";"502";"67";"146";"214";"75";"0"
"2015-06-01 01:00:00";"01/06/2015";"01:00";"477";"63";"132";"208";"74";"0"
"2015-06-01 01:05:00";"01/06/2015";"01:05";"481";"56";"136";"213";"76";"0"
"2015-06-01 01:10:00";"01/06/2015";"01:10";"481";"64";"146";"204";"67";"0"
"2015-06-01 01:15:00";"01/06/2015";"01:15";"437";"61";"127";"178";"71";"0"
"2015-06-01 01:20:00";"01/06/2015";"01:20";"419";"54";"127";"176";"62";"0"
"2015-06-01 01:25:00";"01/06/2015";"01:25";"414";"51";"126";"178";"59";"0"
"2015-06-01 01:30:00";"01/06/2015";"01:30";"404";"51";"109";"188";"56";"0"
"2015-06-01 01:35:00";"01/06/2015";"01:35";"404";"48";"110";"191";"55";"0"
"2015-06-01 01:40:00";"01/06/2015";"01:40";"403";"50";"116";"186";"51";"0"
"2015-06-01 01:45:00";"01/06/2015";"01:45";"357";"48";"86";"172";"51";"0"
"2015-06-01 01:50:00";"01/06/2015";"01:50";"351";"36";"98";"170";"47";"0"
