"DataCompleta";"Data";"Hora";"Total";"Intersul";"Internorte";"Transcarioca";"SantaCruz";"BRT"
"2015-09-01 00:00:00";"01/09/2015";"00:00";"638";"238";"0";"400";"0";"0"
"2015-09-01 00:05:00";"01/09/2015";"00:05";"943";"230";"0";"396";"317";"0"
"2015-09-01 00:10:00";"01/09/2015";"00:10";"711";"212";"0";"386";"113";"0"
"2015-09-01 00:15:00";"01/09/2015";"00:15";"845";"183";"0";"374";"288";"0"
"2015-09-01 00:20:00";"01/09/2015";"00:20";"713";"146";"0";"331";"236";"0"
"2015-09-01 00:25:00";"01/09/2015";"00:25";"711";"142";"0";"316";"253";"0"
"2015-09-01 00:30:00";"01/09/2015";"00:30";"714";"144";"0";"330";"240";"0"
"2015-09-01 00:35:00";"01/09/2015";"00:35";"699";"148";"0";"326";"225";"0"
"2015-09-01 00:40:00";"01/09/2015";"00:40";"665";"138";"0";"314";"213";"0"
"2015-09-01 00:45:00";"01/09/2015";"00:45";"601";"126";"0";"286";"189";"0"
"2015-09-01 00:50:00";"01/09/2015";"00:50";"602";"133";"0";"285";"184";"0"
"2015-09-01 00:55:00";"01/09/2015";"00:55";"393";"113";"0";"269";"11";"0"
"2015-09-01 01:00:00";"01/09/2015";"01:00";"533";"103";"0";"272";"158";"0"
"2015-09-01 01:05:00";"01/09/2015";"01:05";"511";"103";"0";"267";"141";"0"
"2015-09-01 01:10:00";"01/09/2015";"01:10";"482";"101";"0";"248";"133";"0"
"2015-09-01 01:15:00";"01/09/2015";"01:15";"453";"96";"0";"234";"123";"0"
"2015-09-01 01:20:00";"01/09/2015";"01:20";"445";"97";"0";"233";"115";"0"
"2015-09-01 01:25:00";"01/09/2015";"01:25";"415";"82";"0";"231";"102";"0"
"2015-09-01 01:30:00";"01/09/2015";"01:30";"409";"68";"0";"237";"104";"0"
"2015-09-01 01:35:00";"01/09/2015";"01:35";"383";"66";"0";"217";"100";"0"
"2015-09-01 01:40:00";"01/09/2015";"01:40";"394";"72";"0";"231";"91";"0"
"2015-09-01 01:45:00";"01/09/2015";"01:45";"341";"57";"0";"209";"75";"0"
"2015-09-01 01:50:00";"01/09/2015";"01:50";"343";"63";"0";"208";"72";"0"
"2015-09-01 01:55:00";"01/09/2015";"01:55";"300";"66";"0";"223";"11";"0"
"2015-09-01 02:00:00";"01/09/2015";"02:00";"346";"65";"0";"216";"65";"0"
"2015-09-01 02:05:00";"01/09/2015";"02:05";"330";"63";"0";"197";"70";"0"
"2015-09-01 02:10:00";"01/09/2015";"02:10";"328";"64";"0";"199";"65";"0"
"2015-09-01 02:15:00";"01/09/2015";"02:15";"313";"67";"0";"188";"58";"0"
"2015-09-01 02:20:00";"01/09/2015";"02:20";"313";"67";"0";"189";"57";"0"
"2015-09-01 02:25:00";"01/09/2015";"02:25";"315";"73";"0";"190";"52";"0"
"2015-09-01 02:30:00";"01/09/2015";"02:30";"307";"62";"0";"198";"47";"0"
"2015-09-01 02:35:00";"01/09/2015";"02:35";"310";"55";"0";"199";"56";"0"
