"DataCompleta";"L006";"L102";"L104";"L17";"L232";"L2332";"L2334";"L2381";"L249";"L254";"L2803";"L2804";"L298";"L321";"L324";"L326";"L329";"L341";"L343";"L348";"L353";"L355";"L363";"L368";"L369";"L371";"L383";"L393";"L394";"L397";"L398";"L399";"L415";"L433";"L456";"L457";"L471";"L474";"L483";"L484";"L497";"L548";"L550";"L552";"L553";"L554";"L557";"L565";"L583";"L601";"L607";"L611";"L613";"L624";"L630";"L636";"L638";"L639";"L650";"L688";"L692";"L696";"L712";"L721";"L731";"L745";"L746";"L756";"L759";"L769";"L774";"L781";"L786";"L794";"L801";"L803";"L810";"L822";"L835";"L838";"L840";"L843";"L846";"L851";"L852";"L853";"L854";"L855";"L862";"L863";"L864";"L866";"L867";"L868";"L872";"L878";"L880";"L883";"L884";"L896";"L898";"L905";"L908";"L917";"L918";"L940";"LNA";"LSV779";"LSV790";"L117";"L309";"L325";"L472";"L600";"L629";"L950";"LSE940";"LSV474";"L2305";"L352";"L434";"L812";"L107";"L108";"L112";"L2114";"L2307";"L2329";"L2345";"L265";"L306";"L485";"L498";"L584";"L606";"L628";"L665";"L685";"L693";"L737";"L752";"L775";"L795";"L847";"L897";"L936";"L007";"L010";"L100";"L105";"L106";"L133";"L209";"L217";"L218";"L2303";"L2308";"L2330";"L2336";"L2337";"L2339";"L238";"L247";"L275";"L292";"L296";"L301";"L302";"L312";"L313";"L315";"L322";"L323";"L328";"L342";"L345";"L358";"L361";"L362";"L378";"L379";"L386";"L390";"L422";"L426";"L435";"L455";"L461";"L473";"L476";"L539";"L608";"L610";"L615";"L621";"L634";"L651";"L652";"L669";"L687";"L711";"L777";"L790";"L793";"L805";"L809";"L821";"L825";"L831";"L841";"L849";"L850";"L861";"L877";"L881";"L891";"L892";"L893";"L900";"L901";"L906";"L910";"L915";"L919";"L922";"L924";"L926";"L932";"L935";"L942";"L945";"L946";"L951";"L954";"L991";"LSP335";"LSV774";"LSV853";"LSV870";"L014";"L110";"L201";"L2016";"L202";"L210";"L229";"L2335";"L2338";"L277";"L311";"L327";"L338";"L349";"L385";"L391";"L409";"L410";"L432";"L439";"L448";"L507";"L551";"L580";"L614";"L622";"L623";"L625";"L627";"L653";"L663";"L678";"L679";"L680";"L686";"L691";"L723";"L766";"L773";"L778";"L782";"L783";"L789";"L802";"L811";"L819";"L836";"L837";"L842";"L844";"L859";"L865";"L869";"L882";"L886";"L920";"L939";"L944";"L953";"L963";"LSP513";"LSV917";"L111";"L134";"L213";"L220";"L346";"L350";"L370";"L392";"L441";"L460";"L462";"L463";"L517";"L538";"L555";"L558";"L582";"L603";"L667";"L743";"L829";"L839";"L875";"L876";"L887";"L923";"L925";"LSV232";"LSV606";"LSVA685";"LSVB905";"L616";"L741";"L845";"L118";"L834";"L709";"L848";"L109";"L396";"LSP838";"L2018";"L784";"LSVC905";"L2382";"L2802";"L779";"L871";"L2111";"L2251";"L2310";"L2383";"L380";"L916";"L2110";"L2112";"L2115";"L2331";"L2342";"L2343";"L2344";"L239";"L2801";"L300";"L331";"L339";"L389";"L416";"L739";"L817";"L823";"L913";"L914";"LSP2381";"LSP265";"LSP803";"LSR397";"LSV2333";"LSVA905";"L226";"L2918";"L395";"LSP801";"LSV866";"L440";"L444";"LSP404";"LSVB685";"L581";"L955";"L609";"L895";"L445";"L770";"L2333";"L330";"L772";"L635";"L744";"L832";"L011";"L222";"L755";"L860";"L384";"L404";"L101"
"2019-12-01 00:00:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 01:00:00";"1";"1";"3";"1";"2";"2";"2";"1";"1";"1";"2";"1";"5";"1";"2";"2";"1";"1";"1";"1";"3";"1";"3";"1";"2";"4";"3";"6";"1";"20";"1";"4";"1";"3";"2";"7";"1";"1";"6";"3";"1";"6";"5";"2";"7";"3";"4";"5";"1";"1";"4";"1";"1";"1";"1";"4";"1";"4";"1";"1";"3";"2";"1";"1";"1";"1";"4";"1";"2";"1";"1";"1";"1";"2";"2";"4";"1";"1";"2";"4";"4";"1";"4";"1";"4";"4";"2";"1";"5";"5";"16";"2";"11";"1";"1";"12";"1";"1";"4";"1";"1";"1";"1";"6";"4";"1";"1";"1";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 02:00:00";"1";NA;"3";NA;"2";"1";NA;NA;NA;NA;NA;NA;"4";NA;"3";"1";"1";NA;"2";"1";"1";"1";"2";"2";NA;NA;"1";"4";NA;"18";"1";"2";NA;"2";NA;"4";NA;NA;"3";"3";"1";"2";"7";"2";"3";"3";"2";"4";NA;NA;"1";NA;NA;"1";NA;"1";NA;"3";"2";NA;"2";"1";"1";NA;"1";NA;"3";NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;"5";NA;"1";NA;NA;"1";NA;NA;"4";"3";"5";"1";"7";NA;NA;"11";"1";"1";"6";"1";"1";NA;NA;NA;NA;NA;"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 03:00:00";"1";NA;"3";NA;"2";"1";NA;NA;NA;NA;NA;NA;"3";NA;"2";NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;NA;"1";"3";NA;"10";NA;"1";NA;NA;NA;"2";NA;"1";"3";"4";"1";"2";"4";NA;"1";"1";"2";"3";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"3";NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;"2";NA;"1";NA;NA;"1";NA;NA;"3";"2";"2";NA;"2";NA;NA;"6";NA;NA;"4";NA;"1";NA;NA;NA;NA;NA;"1";NA;"2";NA;"1";NA;NA;"1";NA;"1";"1";NA;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 04:00:00";NA;NA;"2";NA;"3";"3";NA;NA;"1";NA;NA;NA;"9";"1";"2";"2";"2";NA;"1";NA;"2";NA;NA;NA;"1";NA;"4";"2";NA;"20";NA;"1";NA;"2";NA;NA;NA;NA;"1";"4";"2";"1";"6";"1";"3";"3";NA;"5";NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"2";"1";NA;"2";"1";"4";NA;NA;NA;NA;NA;NA;NA;NA;"5";"3";NA;"1";NA;NA;NA;"1";NA;NA;"3";NA;"1";"2";"1";"3";NA;"2";NA;NA;"9";"1";"1";"1";NA;"1";"2";NA;NA;"1";NA;"2";"1";"5";NA;"16";NA;NA;"1";"1";"1";"1";"1";NA;"2";NA;NA;"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 05:00:00";"1";NA;"2";"1";"6";"1";"1";"4";"3";"1";"4";NA;"14";"2";"4";"4";"4";"2";"7";"1";"2";"3";NA;"4";"1";"3";"6";"5";"2";"22";"2";"2";"10";"1";NA;"4";"2";"3";"4";"5";"7";"7";"9";"4";"5";"6";"6";"6";"4";"3";"3";NA;"4";"3";NA;"4";"1";"2";"3";"1";"2";"2";"3";"1";"3";"1";"5";"2";"3";"1";"5";NA;NA;"3";"3";"6";"7";"2";"1";"3";"5";NA;"3";NA;"2";"5";"1";"1";"2";"2";"7";NA;"2";"1";NA;"8";"1";"2";NA;"1";"3";"6";"3";"1";"2";"2";"5";"3";"7";"3";NA;"2";NA;"4";"11";NA;NA;"2";"4";"1";NA;"1";"2";NA;"1";NA;"3";"1";"1";"2";"1";"4";NA;"2";"6";"1";"4";"3";"1";"1";NA;NA;NA;"2";"2";NA;"2";"1";"6";"1";"1";"1";"1";"1";"2";"1";"1";"1";"3";"1";"1";"1";"1";"1";"3";"4";"4";"7";"2";"2";"2";"1";"3";"3";"1";"1";"1";"1";"1";"1";"1";"3";"1";"3";"3";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"3";"1";"1";"2";"2";"2";"1";"1";"2";"3";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"2";"1";"1";"2";"1";"1";"2";"2";"5";"1";"3";"1";"3";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 06:00:00";"2";"3";"1";"1";"7";"2";"1";"5";"5";"4";"6";NA;"17";"2";"7";"6";"6";"2";"16";"7";"5";"8";"1";"7";"3";"8";"10";"9";"2";"23";"2";"9";"11";"5";"1";"14";"4";"4";"7";"4";"8";"10";"16";"7";"9";"9";"11";"10";"5";"7";"6";"3";"6";"8";"3";"6";"6";"10";"5";"5";"7";"2";"5";"4";"4";"4";"7";"5";"6";"1";"11";NA;"3";"5";"6";"16";"6";"2";"3";"5";"9";"1";"3";"1";"2";"3";NA;"3";"6";"7";"10";"1";"6";"1";NA;"9";NA;"5";"2";"2";"4";"9";"11";"7";"5";"3";"5";"3";"11";"8";"2";"2";NA;"4";"17";"1";"1";"2";"6";NA;"1";"7";"4";"1";"2";NA;"3";"1";"1";"3";"1";"5";"6";NA;"13";"2";"8";"4";"1";"3";"2";NA;"1";"3";"4";"1";"5";"1";"14";"1";"3";"3";"1";"1";"1";"2";"2";"2";"4";"1";"1";"3";"6";"3";"5";"8";"8";"14";"3";"6";"5";"1";"5";"6";"1";"1";"1";"1";"5";"4";"2";"8";"6";"10";"7";"5";"8";"5";"5";"4";"7";"3";"2";"2";"4";"5";"1";"2";"5";"5";"6";"4";"1";"2";"10";"5";"4";"1";"1";"2";"2";"1";"8";"1";"4";"2";"2";"1";"4";"3";"4";"4";"1";"3";"1";"1";"4";"2";"1";NA;"1";"4";"1";"8";"5";"2";"4";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"4";"1";"1";"2";"2";"1";"1";"1";"9";"4";"1";"1";"1";"3";"1";"1";"3";"3";"2";"2";"3";"1";"2";"2";"4";"1";"1";"3";"3";"3";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"2";"2";"1";"1";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 07:00:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2019-12-01 08:00:00";"3";"4";"10";"2";"11";"1";"5";"6";"10";"9";"8";NA;"20";"9";"8";"8";"6";"7";"20";"9";"8";"13";"4";"13";"7";"17";"12";"13";"6";"26";"2";"13";"13";"14";"3";"23";"7";"3";"15";"9";"12";"9";"15";"12";"13";"11";"13";"28";"5";"8";"18";"4";"12";"24";"7";"11";"10";"22";"8";"5";"10";"3";"9";"3";"7";"6";"10";"6";"7";NA;"13";"1";"1";"8";"11";"18";"11";"2";"5";"7";"11";"1";"5";"1";"3";"3";NA;"3";"10";"8";"16";"2";"7";"1";NA;"18";"1";"5";"4";"2";"6";"12";"15";"15";"11";"5";"3";"6";"13";"8";"18";"5";NA;"8";"19";"4";"3";"3";"5";NA;"2";"8";"5";"10";"4";NA;"3";NA;"1";"8";NA;"3";"6";"1";"18";"7";"10";"7";"2";"3";"2";"6";"4";"1";"4";"3";"4";"1";"23";"4";"8";"5";"2";"3";"1";"6";NA;"2";"5";NA;"2";"3";"8";"3";"7";"11";"14";"13";"6";"5";"17";"1";"6";"7";"1";NA;NA;NA;"10";"6";"3";"8";"10";"11";"17";"5";"14";"5";"6";"6";"7";"3";"2";"1";"6";"6";"4";"4";"11";"7";"7";"4";"3";"4";"9";"7";"5";"1";"1";"4";"2";"1";"15";"3";"7";"2";"1";"2";"7";"3";"4";"4";NA;"4";"1";"1";"7";"4";NA;NA;"5";"5";"3";"11";"7";"2";"7";"2";"1";"1";"6";"2";"5";"3";"1";"3";"9";"6";"3";"3";"2";"3";NA;NA;NA;"14";"5";"6";NA;"1";"4";"1";"1";"4";"5";"7";"6";"4";"3";"2";"5";"7";"2";"1";"4";"6";"8";NA;"4";"2";"5";"1";"3";NA;"3";"1";"1";"1";"1";"2";"1";"2";"1";NA;"8";"3";"1";"1";NA;"1";"7";"1";"1";"1";"3";"2";"2";"2";"1";"1";"9";"1";"5";"1";"5";"2";"4";"1";"2";"8";"1";"1";"1";"1";"3";"1";"1";"1";"1";"2";"3";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
